                           1                            2                            3                            4 
              version_number             initial_don_mass             initial_acc_mass          initial_period_days 
                        6794      4.8144573300680158E-037      5.0271465915946114E-034      0.0000000000000000E+000 

                               1                                2                                3                                4                                5                                6                                7                                8                                9                               10                               11                               12                               13                               14                               15                               16                               17                               18                               19                               20                               21                               22                               23                               24                               25                               26                               27                               28                               29                               30                               31 
                    model_number                              age                      donor_index                      period_days                binary_separation                    star_1_radius                    star_2_radius                             rl_1                             rl_2           rl_relative_overflow_1           rl_relative_overflow_2                      star_1_mass                      star_2_mass                   lg_mstar_dot_1                   lg_mstar_dot_2                 lg_system_mdot_1                 lg_system_mdot_2                   lg_wind_mdot_1                   lg_wind_mdot_2                    xfer_fraction                          v_orb_1                          v_orb_2                         lg_F_irr                        log_J_orb                     log_abs_Jdot                  log_abs_jdot_mb                  log_abs_jdot_gr                  log_abs_jdot_ml                log_abs_jdot_tide                  log_abs_jdot_ls               log_abs_extra_jdot 
                               1          3.0417293861521012E+006                                1          2.9997591555503544E+000          8.7535243883340446E+000          1.7770841496314735E-001          1.6270951070824544E+000          4.1741274409355089E-001          6.8800997145243290E+000         -5.7426212429364831E-001         -7.6350704574127715E-001          9.5769185209712961E-004          1.0000000000000000E+000         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001          1.0000000000000000E+000          1.4755153194441766E+002          1.4130889990761808E-001          9.4496249656058051E+000          4.9233627671757972E+001          3.2541591517213774E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001          3.2541591517213774E+001         -9.8999999999999986E+001         -9.8999999999999986E+001 
                               2          3.0918046495346227E+006                                1          2.9964634279110678E+000          8.7471117585293960E+000          1.7971241647210107E-001          1.5953527842622695E+000          4.1710695715735613E-001          6.8750595123690550E+000         -5.6914548321881986E-001         -7.6795069462423726E-001          9.5769185209712961E-004          1.0000000000000000E+000         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001          1.0000000000000000E+000          1.4760560807973130E+002          1.4136068818180089E-001          9.4300054547403835E+000          4.9233468536407692E+001          3.3598795681491318E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001          3.3598795681491318E+001         -9.8999999999999986E+001         -9.8999999999999986E+001 
                               3          3.1318648602406401E+006                                1          2.9940651757305425E+000          8.7424439048750351E+000          1.7948106670069461E-001          1.5718602449271413E+000          4.1688437005798268E-001          6.8713906702924143E+000         -5.6947038653492488E-001         -7.7124568804930860E-001          9.5769185209712961E-004          1.0000000000000000E+000         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001          1.0000000000000000E+000          1.4764500835724419E+002          1.4139842150654536E-001          9.4145622855311188E+000          4.9233352625908218E+001          3.3557924283305802E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001          3.3557924283305802E+001         -9.8999999999999986E+001         -9.8999999999999986E+001 
                               4          3.1707009429902625E+006                                1          2.9919005972789896E+000          8.7382297934064184E+000          1.7918994391613380E-001          1.5505620076685938E+000          4.1668341970313183E-001          6.8680784607381877E+000         -5.6996142528589555E-001         -7.7423641611951854E-001          9.5769185209712961E-004          1.0000000000000000E+000         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001          1.0000000000000000E+000          1.4768060581467691E+002          1.4143251290148404E-001          9.4001221830761512E+000          4.9233247929406012E+001          3.3527101186365506E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001          3.3527101186365506E+001         -9.8999999999999986E+001         -9.8999999999999986E+001 
                               5          3.2173042422898095E+006                                1          2.9894685917311952E+000          8.7334938286981565E+000          1.7885375121265190E-001          1.5266949579110465E+000          4.1645758472088851E-001          6.8643560846994873E+000         -5.7053549323031205E-001         -7.7759094384482486E-001          9.5769185209712961E-004          1.0000000000000000E+000         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001          1.0000000000000000E+000          1.4772064221696363E+002          1.4147085543774129E-001          9.3851633966176777E+000          4.9233130207569623E+001          3.3498733587012907E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001          3.3498733587012907E+001         -9.8999999999999986E+001         -9.8999999999999986E+001 
                               6          3.2732282014492652E+006                                1          2.9867607378432273E+000          8.7282191795673967E+000          1.7845565423189982E-001          1.5002538653954793E+000          4.1620606251450321E-001          6.8602103131943402E+000         -5.7123244876885637E-001         -7.8131080580576084E-001          9.5769185209712961E-004          1.0000000000000000E+000         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001          1.0000000000000000E+000          1.4776527084387138E+002          1.4151359591010113E-001          9.3663237610188919E+000          4.9232999020493075E+001          3.3466461912727617E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001          3.3466461912727617E+001         -9.8999999999999986E+001         -9.8999999999999986E+001 
                               7          3.3403369524406125E+006                                1          2.9837742061841026E+000          8.7223998429880503E+000          1.7795803181102474E-001          1.4711558733385552E+000          4.1592856682903667E-001          6.8556364279611390E+000         -5.7214280046272314E-001         -7.8540929222291389E-001          9.5769185209712961E-004          1.0000000000000000E+000         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001          1.0000000000000000E+000          1.4781455501362848E+002          1.4156079495791488E-001          9.3460616366026219E+000          4.9232854194349358E+001          3.3430098573195714E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001          3.3430098573195714E+001         -9.8999999999999986E+001         -9.8999999999999986E+001 
                               8          3.4208674536302290E+006                                1          2.9805139414104569E+000          8.7160449130132633E+000          1.7736256919205171E-001          1.4394379232874623E+000          4.1562553131538310E-001          6.8506415767485658E+000         -5.7326353693737298E-001         -7.8988275664968521E-001          9.5769185209712961E-004          1.0000000000000000E+000         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001          1.0000000000000000E+000          1.4786843151359147E+002          1.4161239204294895E-001          9.3233888962792317E+000          4.9232695928449978E+001          3.3389306164720821E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001          3.3389306164720821E+001         -9.8999999999999986E+001         -9.8999999999999986E+001 
                               9          3.5175040550577692E+006                                1          2.9769928672136898E+000          8.7091790083921410E+000          1.7663978181201756E-001          1.4053167790986605E+000          4.1529812992121934E-001          6.8452451094140274E+000         -5.7466752415782485E-001         -7.9470175915746577E-001          9.5769185209712961E-004          1.0000000000000000E+000         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001          1.0000000000000000E+000          1.4792670626780364E+002          1.4166820130024091E-001          9.2970348024884863E+000          4.9232524807283447E+001          3.3343876607634520E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001          3.3343876607634520E+001         -9.8999999999999986E+001         -9.8999999999999986E+001 
