                           1                            2                            3                            4 
              version_number             initial_don_mass             initial_acc_mass          initial_period_days 
                        6794      4.8144573300680158E-037      5.0271465915946114E-034      0.0000000000000000E+000 

                               1                                2                                3                                4                                5                                6                                7                                8                                9                               10                               11                               12                               13                               14                               15                               16                               17                               18                               19                               20                               21                               22                               23                               24                               25                               26                               27                               28                               29                               30                               31 
                    model_number                              age                      donor_index                      period_days                binary_separation                    star_1_radius                    star_2_radius                             rl_1                             rl_2           rl_relative_overflow_1           rl_relative_overflow_2                      star_1_mass                      star_2_mass                   lg_mstar_dot_1                   lg_mstar_dot_2                 lg_system_mdot_1                 lg_system_mdot_2                   lg_wind_mdot_1                   lg_wind_mdot_2                    xfer_fraction                          v_orb_1                          v_orb_2                         lg_F_irr                        log_J_orb                     log_abs_Jdot                  log_abs_jdot_mb                  log_abs_jdot_gr                  log_abs_jdot_ml                log_abs_jdot_tide                  log_abs_jdot_ls               log_abs_extra_jdot 
                              85          6.8094475117874694E+008                                1          1.9570307401767810E+000          6.5845149189508039E+000          1.1841583295785711E-001          6.6850830926744031E-001          3.1398329620319509E-001          5.1753005080478713E+000         -6.2285945020073930E-001         -8.7082715134553557E-001          9.5769185209712961E-004          1.0000000000000000E+000         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001          1.0000000000000000E+000          1.7012702317191142E+002          1.6292926391327911E-001          9.0894192901627822E+000          4.9171798091725670E+001          3.2378809038645414E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001          3.2378809038645414E+001         -9.8999999999999986E+001         -9.8999999999999986E+001 
                              86          6.9152672991684926E+008                                1          1.9233554479347721E+000          6.5087619648590698E+000          1.1839599021401931E-001          6.6858123276184656E-001          3.1037100850765104E-001          5.1157601612458992E+000         -6.1853399006788778E-001         -8.6930950402510287E-001          9.5769185209712961E-004          1.0000000000000000E+000         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001          1.0000000000000000E+000          1.7111418038946684E+002          1.6387465633727083E-001          9.0998024124782990E+000          4.9169285393236748E+001          3.2409219995035542E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001          3.2409219995035542E+001         -9.8999999999999986E+001         -9.8999999999999986E+001 
                              87          7.0133553924406898E+008                                1          1.8902633038211756E+000          6.4338888906604650E+000          1.1838190567044996E-001          6.6864869593606879E-001          3.0680067797865723E-001          5.0569113829062964E+000         -6.1414066471298590E-001         -8.6777527915630903E-001          9.5769185209712961E-004          1.0000000000000000E+000         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001          1.0000000000000000E+000          1.7210695369116667E+002          1.6482542723928828E-001          9.1101593890601738E+000          4.9166772977034199E+001          3.2439609236665952E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001          3.2439609236665952E+001         -9.8999999999999986E+001         -9.8999999999999986E+001 
                              88          7.1042818430062127E+008                                1          1.8577439146601953E+000          6.3598848518659326E+000          1.1837314880027346E-001          6.6871143552800327E-001          3.0327178749559669E-001          4.9987456494718323E+000         -6.0967965474865626E-001         -8.6622415253341412E-001          9.5769185209712961E-004          1.0000000000000000E+000         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001          1.0000000000000000E+000          1.7310538156960735E+002          1.6578161348337755E-001          9.1204935094580204E+000          4.9164260825045758E+001          3.2469977332417024E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001          3.2469977332417024E+001         -9.8999999999999986E+001         -9.8999999999999986E+001 
                              89          7.1885739972939992E+008                                1          1.8257870035911883E+000          6.2867389718044313E+000          1.1836939991908466E-001          6.6876937424827598E-001          2.9978381840325036E-001          4.9412544120908697E+000         -6.0515080317023118E-001         -8.6465595201658740E-001          9.5769185209712961E-004          1.0000000000000000E+000         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001          1.0000000000000000E+000          1.7410950532754805E+002          1.6674325462485454E-001          9.1308050647346324E+000          4.9161748913031673E+001          3.2500326896901072E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001          3.2500326896901072E+001         -9.8999999999999986E+001         -9.8999999999999986E+001 
                              90          7.2667196697966635E+008                                1          1.7943826358864348E+000          6.2144408645092568E+000          1.1837022878552474E-001          6.6882293359658340E-001          2.9633627544568825E-001          4.8844295075958177E+000         -6.0055437489893360E-001         -8.6307040923479572E-001          9.5769185209712961E-004          1.0000000000000000E+000         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001          1.0000000000000000E+000          1.7511936189977899E+002          1.6771038603586680E-001          9.1410968155527126E+000          4.9159237228572451E+001          3.2530657974360153E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001          3.2530657974360153E+001         -9.8999999999999986E+001         -9.8999999999999986E+001 
                              91          7.3391703552759862E+008                                1          1.7635210261973242E+000          6.1429802037909988E+000          1.1837532986275877E-001          6.6887242852994067E-001          2.9292866621746705E-001          4.8282628198028839E+000         -5.9589025071763302E-001         -8.6146727021847425E-001          9.5769185209712961E-004          1.0000000000000000E+000         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001          1.0000000000000000E+000          1.7613498958419154E+002          1.6868304439399301E-001          9.1513688529165620E+000          4.9156725756607173E+001          3.2560972086369667E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001          3.2560972086369667E+001         -9.8999999999999986E+001         -9.8999999999999986E+001 
                              92          7.4063439427796888E+008                                1          1.7331925755185411E+000          6.0723468136175835E+000          1.1838438876707628E-001          6.6891866024477176E-001          2.8956050547341194E-001          4.7727463505490064E+000         -5.9115837094728862E-001         -8.5984617427493781E-001          9.5769185209712961E-004          1.0000000000000000E+000         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001          1.0000000000000000E+000          1.7715642679236294E+002          1.6966126648568755E-001          9.1616237318094669E+000          4.9154214482578986E+001          3.2591270439576775E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001          3.2591270439576775E+001         -9.8999999999999986E+001         -9.8999999999999986E+001 
                              93          7.4686272694738066E+008                                1          1.7033877569925864E+000          6.0025304064959135E+000          1.1839709795412709E-001          6.6896134392019946E-001          2.8623130265331742E-001          4.7178720140649419E+000         -5.8635866567840300E-001         -8.5820697510956456E-001          9.5769185209712961E-004          1.0000000000000000E+000         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001          1.0000000000000000E+000          1.7818371588869266E+002          1.7064509288299079E-001          9.1718626383833932E+000          4.9151703383070540E+001          3.2621555812474682E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001          3.2621555812474682E+001         -9.8999999999999986E+001         -9.8999999999999986E+001 
                              94          7.5263783664185095E+008                                1          1.6740974019122405E+000          5.9335212582917309E+000          1.1841310412238910E-001          6.6900108402522218E-001          2.8294059406080396E-001          4.6636321673705154E+000         -5.8149128612862766E-001         -8.5654934608566613E-001          9.5769185209712961E-004          1.0000000000000000E+000         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001          1.0000000000000000E+000          1.7921689329152454E+002          1.7163455846345377E-001          9.1820875284741383E+000          4.9149192450054407E+001          3.2651827563731018E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001          3.2651827563731018E+001         -9.8999999999999986E+001         -9.8999999999999986E+001 
                              95          7.5799288202425551E+008                                1          1.6453124155158638E+000          5.8653095514420874E+000          1.1843214425764477E-001          6.6903786838007318E-001          2.7968791154433553E-001          4.6100190940524248E+000         -5.7655608494587673E-001         -8.5487308084185021E-001          9.5769185209712961E-004          1.0000000000000000E+000         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001          1.0000000000000000E+000          1.8025599898044533E+002          1.7262970151520099E-001          9.1922972694214078E+000          4.9146681667553430E+001          3.2682087753893136E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001          3.2682087753893136E+001         -9.8999999999999986E+001         -9.8999999999999986E+001 
                              96          7.6295856701962626E+008                                1          1.6170239494932253E+000          5.7978857867313707E+000          1.1845393292785439E-001          6.6907190583671217E-001          2.7647280213280229E-001          4.5570253279121733E+000         -5.7155303518443146E-001         -8.5317792689485639E-001          9.5769185209712961E-004          1.0000000000000000E+000         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001          1.0000000000000000E+000          1.8130107032384169E+002          1.7363055782563183E-001          9.2024955648862168E+000          4.9144171026660629E+001          3.2712336536859027E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001          3.2712336536859027E+001         -9.8999999999999986E+001         -9.8999999999999986E+001 
                              97          7.6756333226926672E+008                                1          1.5892233130080793E+000          5.7312405807779143E+000          1.1847819582205368E-001          6.6910365986208109E-001          2.7329481837864877E-001          4.5046434937944921E+000         -5.6648209971583630E-001         -8.5146357069458989E-001          9.5769185209712961E-004          1.0000000000000000E+000         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001          1.0000000000000000E+000          1.8235214501605122E+002          1.7463716349430644E-001          9.2126819335264596E+000          4.9141660518347912E+001          3.2742574698924756E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001          3.2742574698924756E+001         -9.8999999999999986E+001         -9.8999999999999986E+001 
                              98          7.7183352382353055E+008                                1          1.5619019187699548E+000          5.6653645410684375E+000          1.1850450285898331E-001          6.6913285724408489E-001          2.7015351239887747E-001          4.4528662093668396E+000         -5.6134383815075750E-001         -8.4972985358587050E-001          9.5769185209712961E-004          1.0000000000000000E+000         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001          1.0000000000000000E+000          1.8340926308126726E+002          1.7564955685206854E-001          9.2228564943651818E+000          4.9139150128729980E+001          3.2772803853899319E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001          3.2772803853899319E+001         -9.8999999999999986E+001         -9.8999999999999986E+001 
                              99          7.7579354534263766E+008                                1          1.5350514537320203E+000          5.6002486829153035E+000          1.1853255281264936E-001          6.6916009627759665E-001          2.6704845575769987E-001          4.4016864128396902E+000         -5.5613840762967348E-001         -8.4797642687001484E-001          9.5769185209712961E-004          1.0000000000000000E+000         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001          1.0000000000000000E+000          1.8447246016218480E+002          1.7666777203363668E-001          9.2330213957934504E+000          4.9136639855009932E+001          3.2803023282833315E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001          3.2803023282833315E+001         -9.8999999999999986E+001         -9.8999999999999986E+001 
                             100          7.7946601163226843E+008                                1          1.5086636455646882E+000          5.5358838720812180E+000          1.1856197747409153E-001          6.6918532053710555E-001          2.6397921288803655E-001          4.3510969248803963E+000         -5.5086623610633290E-001         -8.4620307658269411E-001          9.5769185209712961E-004          1.0000000000000000E+000         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001          1.0000000000000000E+000          1.8554177642299601E+002          1.7769184750393055E-001          9.2431766194987901E+000          4.9134129684327789E+001          3.2833234961886440E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001          3.2833234961886440E+001         -9.8999999999999986E+001         -9.8999999999999986E+001 
                             101          7.8287187369439995E+008                                1          1.4827304394735175E+000          5.4722612574410938E+000          1.1859264732525383E-001          6.6920868204107931E-001          2.6094536172304372E-001          4.3010907886769978E+000         -5.4552690056578579E-001         -8.4440954285298264E-001          9.5769185209712961E-004          1.0000000000000000E+000         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001          1.0000000000000000E+000          1.8661724952716571E+002          1.7872181933294348E-001          9.2533229878137142E+000          4.9131619610395958E+001          3.2863438863057041E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001          3.2863438863057041E+001         -9.8999999999999986E+001         -9.8999999999999986E+001 
                             102          7.8603054700049746E+008                                1          1.4572439217215947E+000          5.4093720919359649E+000          1.1862427792778972E-001          6.6923046521187202E-001          2.5794648515828150E-001          4.2516611292114730E+000         -5.4012058797777640E-001         -8.4259553034133994E-001          9.5769185209712961E-004          1.0000000000000000E+000         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001          1.0000000000000000E+000          1.8769891747146190E+002          1.7975772390987058E-001          9.2634620180831480E+000          4.9129109626759337E+001          3.2893635555810782E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001          3.2893635555810782E+001         -9.8999999999999986E+001         -9.8999999999999986E+001 
                             103          7.8896002487497962E+008                                1          1.4321962932707049E+000          5.3472076719049362E+000          1.1865685352991014E-001          6.6925058440745944E-001          2.5498216815875191E-001          4.2028011055758450E+000         -5.3464646415574291E-001         -8.4076082412761188E-001          9.5769185209712961E-004          1.0000000000000000E+000         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001          1.0000000000000000E+000          1.8878681964079405E+002          1.8079959895331879E-001          9.2735930445676225E+000          4.9126599724378167E+001          3.2923826041116207E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001          3.2923826041116207E+001         -9.8999999999999986E+001         -9.8999999999999986E+001 
                             104          7.9167698212339151E+008                                1          1.4075799478933808E+000          5.2857595357954885E+000          1.1869028513200520E-001          6.6926915600221515E-001          2.5205200723442045E-001          4.1545040671546021E+000         -5.2910398756865462E-001         -8.3890516288251127E-001          9.5769185209712961E-004          1.0000000000000000E+000         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001          1.0000000000000000E+000          1.8988099331470306E+002          1.8184748016560065E-001          9.2837175977426885E+000          4.9124089899697537E+001          3.2954010150073792E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001          3.2954010150073792E+001         -9.8999999999999986E+001         -9.8999999999999986E+001 
                             105          7.9419687540558851E+008                                1          1.3833874062258908E+000          5.2250193070241204E+000          1.1872469104502156E-001          6.6928639708064497E-001          2.4915560294700950E-001          4.1067634301162252E+000         -5.2349178729778778E-001         -8.3702825632162026E-001          9.5769185209712961E-004          1.0000000000000000E+000         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001          1.0000000000000000E+000          1.9098147630565512E+002          1.8290140375940689E-001          9.2938346934031202E+000          4.9121580148495440E+001          3.2984188303411095E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001          3.2984188303411095E+001         -9.8999999999999986E+001         -9.8999999999999986E+001 
                             106          7.9653403240283144E+008                                1          1.3596112988570750E+000          5.1649786554376655E+000          1.1876017224784607E-001          6.6930244090849100E-001          2.4629255807227687E-001          4.0595726471225371E+000         -5.1780852341874339E-001         -8.3512982791848822E-001          9.5769185209712961E-004          1.0000000000000000E+000         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001          1.0000000000000000E+000          1.9208830767990463E+002          1.8396140714817114E-001          9.3039465773935621E+000          4.9119070464275936E+001          3.3014361256532361E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001          3.3014361256532361E+001         -9.8999999999999986E+001         -9.8999999999999986E+001 
                             107          7.9870173378264618E+008                                1          1.3362443893799161E+000          5.1056293591877431E+000          1.1879698514997065E-001          6.6931737466405083E-001          2.4346248055050559E-001          4.0129252559608126E+000         -5.1205218610542091E-001         -8.3320960845960335E-001          9.5769185209712961E-004          1.0000000000000000E+000         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001          1.0000000000000000E+000          1.9320152665291951E+002          1.8502752788822738E-001          9.3140524845636410E+000          4.9116560840821649E+001          3.3044529520087416E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001          3.3044529520087416E+001         -9.8999999999999986E+001         -9.8999999999999986E+001 
                             108          8.0071229040932035E+008                                1          1.3132795785878346E+000          5.0469633204265678E+000          1.1883532728426530E-001          6.6933116814709959E-001          2.4066498423496022E-001          3.9668148918803801E+000         -5.0622094999808165E-001         -8.3126735519795880E-001          9.5769185209712961E-004          1.0000000000000000E+000         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001          1.0000000000000000E+000          1.9432117225343049E+002          1.8609980335707313E-001          9.3241533402084151E+000          4.9114051272941325E+001          3.3074693451797536E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001          3.3074693451797536E+001         -9.8999999999999986E+001         -9.8999999999999986E+001 
                             109          8.0257711505908406E+008                                1          1.2907099171158261E+000          4.9889726032556290E+000          1.1887523820416737E-001          6.6934394091151461E-001          2.3789969070147396E-001          3.9212353174195411E+000         -5.0031360758120202E-001         -8.2930278681872327E-001          9.5769185209712961E-004          1.0000000000000000E+000         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001          1.0000000000000000E+000          1.9544728251705286E+002          1.8717826998110726E-001          9.3342497677222696E+000          4.9111541758236783E+001          3.3104853016222044E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001          3.3104853016222044E+001         -9.8999999999999986E+001         -9.8999999999999986E+001 
                             110          8.0430678931228817E+008                                1          1.2685285658881051E+000          4.9316493376570181E+000          1.1891679055042717E-001          6.6935576251641538E-001          2.3516622466740342E-001          3.8761803468974723E+000         -4.9432878501744165E-001         -8.2731562966305905E-001          9.5769185209712961E-004          1.0000000000000000E+000         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001          1.0000000000000000E+000          1.9657989626857665E+002          1.8826296494251477E-001          9.3443412527773688E+000          4.9109032293089271E+001          3.3135008630222288E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001          3.3135008630222288E+001         -9.8999999999999986E+001         -9.8999999999999986E+001 
                             111          8.0591112392588806E+008                                1          1.2467288075170440E+000          4.8749857528240605E+000          1.1896004327934917E-001          6.6936678481785084E-001          2.3246421558100336E-001          3.8316438726114441E+000         -4.8826513800401711E-001         -8.2530558499904483E-001          9.5769185209712961E-004          1.0000000000000000E+000         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001          1.0000000000000000E+000          1.9771905247306933E+002          1.8935392555782327E-001          9.3544291380891345E+000          4.9106522874123399E+001          3.3165160563071211E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001          3.3165160563071211E+001         -9.8999999999999986E+001         -9.8999999999999986E+001 
                             112          8.0739921532153094E+008                                1          1.2253040300256446E+000          4.8189741390531022E+000          1.1900514548594261E-001          6.6937699284959173E-001          2.2979329580423294E-001          3.7876198348845143E+000         -4.8212089883019787E-001         -8.2327239215389703E-001          9.5769185209712961E-004          1.0000000000000000E+000         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001          1.0000000000000000E+000          1.9886479099053329E+002          1.9045119000063238E-001          9.3645132940768310E+000          4.9104013496555915E+001          3.3195309348068612E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001          3.3195309348068612E+001         -9.8999999999999986E+001         -9.8999999999999986E+001 
                             113          8.0877949743650830E+008                                1          1.2042477569092727E+000          4.7636069304630864E+000          1.1905207078470938E-001          6.6938651592286547E-001          2.2715310455724683E-001          3.7441022870815002E+000         -4.7589503116517601E-001         -8.2121575090710275E-001          9.5769185209712961E-004          1.0000000000000000E+000         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001          1.0000000000000000E+000          2.0001715087368413E+002          1.9155479567140951E-001          9.3745935985978086E+000          4.9101504157936041E+001          3.3225454994190933E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001          3.3225454994190933E+001         -9.8999999999999986E+001         -9.8999999999999986E+001 
                             114          8.1005979083330083E+008                                1          1.1835536130397359E+000          4.7088766203897796E+000          1.1910086167260452E-001          6.6939534697102188E-001          2.2454328388396061E-001          3.7010853291104895E+000         -4.6958617682747789E-001         -8.1913539206838482E-001          9.5769185209712961E-004          1.0000000000000000E+000         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001          1.0000000000000000E+000          2.0117617205862589E+002          1.9266478081663618E-001          9.3846712921325270E+000          4.9098994854432753E+001          3.3255597950450635E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001          3.3255597950450635E+001         -9.8999999999999986E+001         -9.8999999999999986E+001 
                             115          8.1124734713069737E+008                                1          1.1632153490142181E+000          4.6547758296837891E+000          1.1915108459644135E-001          6.6940356541786838E-001          2.2196348190884821E-001          3.6585631611037503E+000         -4.6319510051039803E-001         -8.1703102121218640E-001          9.5769185209712961E-004          1.0000000000000000E+000         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001          1.0000000000000000E+000          2.0234189391461157E+002          1.9378118313992523E-001          9.3947455684855310E+000          4.9096485583990741E+001          3.3285738239991112E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001          3.3285738239991112E+001         -9.8999999999999986E+001         -9.8999999999999986E+001 
                             116          8.1234889097019303E+008                                1          1.1432268190972743E+000          4.6012972528341063E+000          1.1920378921165972E-001          6.6941115076249436E-001          2.1941335026783812E-001          3.6165300410718881E+000         -4.5671587865484248E-001         -8.1490236686542483E-001          9.5769185209712961E-004          1.0000000000000000E+000         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001          1.0000000000000000E+000          2.0351435634073968E+002          1.9490404085231819E-001          9.4048168318037391E+000          4.9093976343942870E+001          3.3315876145207234E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001          3.3315876145207234E+001         -9.8999999999999986E+001         -9.8999999999999986E+001 
                             117          8.1337065829557586E+008                                1          1.1235819963523868E+000          4.5484337025211756E+000          1.1925847499024586E-001          6.6941817083175081E-001          2.1689254623283075E-001          3.5749803199216914E+000         -4.5014950000990928E-001         -8.1274913120461201E-001          9.5769185209712961E-004          1.0000000000000000E+000         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001          1.0000000000000000E+000          2.0469359876681301E+002          1.9603339171541587E-001          9.4148849132588950E+000          4.9091467133151056E+001          3.3346011631675786E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001          3.3346011631675786E+001         -9.8999999999999986E+001         -9.8999999999999986E+001 
                             118          8.1431843227541280E+008                                1          1.1042749520740449E+000          4.4961780587798810E+000          1.1931444560596613E-001          6.6942463268173569E-001          2.1440073028753021E-001          3.5339084014992213E+000         -4.4349795149505794E-001         -8.1057102883658794E-001          9.5769185209712961E-004          1.0000000000000000E+000         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001          1.0000000000000000E+000          2.0587966123215509E+002          1.9716927407455215E-001          9.4249513858178755E+000          4.9088957949690048E+001          3.3376144933141823E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001          3.3376144933141823E+001         -9.8999999999999986E+001         -9.8999999999999986E+001 
                             119          8.1519757610297191E+008                                1          1.0852998655877639E+000          4.4445232992450885E+000          1.1937082851457048E-001          6.6943067185352545E-001          2.1193756756970586E-001          3.4933087663622255E+000         -4.3676418539950623E-001         -8.0836773482504376E-001          9.5769185209712961E-004          1.0000000000000000E+000         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001          1.0000000000000000E+000          2.0707258369219770E+002          1.9831172619471865E-001          9.4350157405591304E+000          4.9086448792327523E+001          3.3406276095654384E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001          3.3406276095654384E+001         -9.8999999999999986E+001         -9.8999999999999986E+001 
                             120          8.1601306368628073E+008                                1          1.0666510020226676E+000          4.3934624424699633E+000          1.1942691568631601E-001          6.6943626035821657E-001          2.0950272516832094E-001          3.4531759272294433E+000         -4.2995053839817715E-001         -8.0613896469059432E-001          9.5769185209712961E-004          1.0000000000000000E+000         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001          1.0000000000000000E+000          2.0827240731114782E+002          1.9946078749854088E-001          9.4450778639499706E+000          4.9083939657811918E+001          3.3436405573716712E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001          3.3436405573716712E+001         -9.8999999999999986E+001         -9.8999999999999986E+001 
