                          1                           2                           3                           4                           5                           6                           7                           8                           9                          10                          11                          12                          13                          14                          15                          16                          17                          18                          19                          20                          21                          22                          23                          24                          25                          26                          27                          28                          29                          30                          31                          32                          33                          34                          35                          36                          37                          38                          39                          40                          41                          42                          43                          44                          45 
               model_number                   num_zones                initial_mass                   initial_z                    star_age                   time_step                        Teff               photosphere_L               photosphere_r                  center_eta                   center_h1                  center_he3                  center_he4                  center_c12                  center_n14                  center_o16                 center_ne20                   star_mass                   star_mdot                star_mass_h1               star_mass_he3               star_mass_he4               star_mass_c12               star_mass_n14               star_mass_o16              star_mass_ne20                he_core_mass                 c_core_mass                 o_core_mass                si_core_mass                fe_core_mass      neutron_rich_core_mass                  tau10_mass                tau10_radius                 tau100_mass               tau100_radius                dynamic_time                kh_timescale               nuc_timescale              power_nuc_burn                power_h_burn               power_he_burn                   power_neu                   burn_min1                   burn_min2 
                        318                         469     1.0000000000000000E+000     2.0000000000000000E-002     4.6124310807635307E+009     2.1793916565450066E+008     4.2507976286500949E+001     5.7493983736076058E-012     4.4272003699044417E-002     2.7465666322708135E+001     7.4000000000000021E-001     2.5540830215261673E-005     2.3997445916978463E-001     3.4416106108120406E-003     1.0081585468366043E-003     9.3604466091399777E-003     2.0994599496976492E-003     9.5726075215350846E-005     0.0000000000000000E+000     1.5291815259359631E-005     5.2779142867898910E-010     4.9589798602555258E-006     7.1119558993499465E-008     2.0833208446445701E-008     1.9343002742171327E-007     4.3384532020541817E-008     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     9.5726025508228015E-005     4.4218405983891124E-002     9.5725862010483497E-005     4.4169859252990787E-002     9.5326184861100028E+003     8.4506179025344604E+011     1.6649755156083418E+017     6.6647499651600368E-032     6.6647499651600368E-032     0.0000000000000000E+000     2.6679982707955921E-033     5.0000000000000000E+001     1.0000000000000000E+003 

                          1                           2                           3                           4                           5                           6                           7                           8                           9                          10                          11                          12                          13                          14                          15                          16                          17                          18                          19                          20                          21                          22                          23                          24                          25                          26                          27                          28                          29                          30                          31                          32                          33                          34                          35                          36                          37                          38                          39                          40                          41                          42                          43                          44                          45                          46                          47                          48                          49                          50                          51                          52                          53                          54                          55                          56                          57                          58                          59                          60                          61                          62                          63                          64                          65                          66                          67                          68                          69                          70                          71                          72                          73                          74                          75                          76                          77                          78                          79                          80                          81 
                       zone                        logT                      logRho                        logP                        logR                  luminosity                        logL                    velocity                     entropy            conv_mixing_type                      csound                v_div_csound                total_energy                     v_div_r                         eta                          mu                       logdq                    dq_ratio                           q                      radius                 temperature                         tau                      logtau                    pressure             pgas_div_ptotal                     logPgas                       grada                      free_e                        abar                          ye                 log_opacity                     eps_nuc                 non_nuc_neu                    logPvisc                    eps_grav           mlt_mixing_length                   log_D_mix                log_conv_vel         conv_vel_div_csound               log_mlt_D_mix       pressure_scale_height                       gradT             gradT_sub_grada                       gradr                     dlnd_dt                     dlnT_dt                        mass                        mmid                       logxq                          h1                         he3                         he4                         c12                         n14                         o16                        ne20                        mg24                          pp                         cno                    tri_alfa                      burn_c                      burn_n                      burn_o                     burn_ne                     burn_na                     burn_mg                     burn_si                      burn_s                     burn_ar                     burn_ca                     burn_ti                     burn_cr                     burn_fe                     c12_c12                     c12_o16                     o16_o16                       pnhe4                       photo                       other             gradr_sub_grada                        logQ 
                          1     1.6284705847457925E+000    -4.2056163363528478E+000     4.9773892248359939E+000    -1.3538708219166551E+000     5.7493983736076058E-012    -1.1240377598213403E+001    -4.0282923272515689E-010     5.1051749269697630E+000                           0     5.0399607630517465E+004    -7.9927057305350887E-015    -4.1223647090766636E+012    -1.3073595430184003E-019     0.0000000000000000E+000     5.9836325086409481E-001    -1.2301029995663979E+001     1.0000000000000000E+000     1.0000000000000000E+000     4.4272003699044417E-002     4.2507991468836948E+001     6.6666666666666663E-001    -1.7609125905568127E-001     9.4926883903713009E+004     9.9999999999991318E-001     4.9773892248359566E+000     3.9999999999989599E-001     2.6660320110769290E-119     1.2480945158483945E+000     8.7000425680503624E-001    -2.0261580964854011E+000     2.9005777435044700E-031     0.0000000000000000E+000     0.0000000000000000E+000     1.1019543858814680E-009     2.2770591199330133E+006    -9.8999999999999986E+001    -9.8999999999999986E+001     0.0000000000000000E+000    -9.8999999999999986E+001     1.6358653409099496E-005     1.2519025659393332E-001    -2.7480974340596265E-001     1.2519025659393332E-001     0.0000000000000000E+000    -1.2192413626165037E-018     9.5726075215350846E-005     9.5726075215345682E-005    -9.8999999999999986E+001     7.4000000000000021E-001     2.5540830215261677E-005     2.3997445916978469E-001     3.4416106108120406E-003     1.0081585468366045E-003     9.3604466091399777E-003     2.0994599496976496E-003     4.0903242835137518E-003     2.9005777435044700E-031     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000    -2.7480974340596265E-001     4.5374424941555667E+000 
                          2     1.6284707660801570E+000    -4.2056150670156995E+000     4.9773906755075075E+000    -1.3538708223064948E+000     5.7493983736075994E-012    -1.1240377598213403E+001    -4.0282923648495722E-010     5.1051739366914051E+000                           0     5.0399618152389332E+004    -7.9927051983597260E-015    -4.1223647118241299E+012    -1.3073595563941573E-019     0.0000000000000000E+000     5.9836325086409481E-001    -1.2057991946977685E+001     5.7142857142857151E-001     9.9999999999949996E-001     4.4272003659304129E-002     4.2508009217534081E+001     6.6666828868568528E-001    -1.7609020240610265E-001     9.4927200988000375E+004     9.9999999999991318E-001     4.9773906755074702E+000     3.9999999999989594E-001     2.6660242189251860E-119     1.2480945158483945E+000     8.7000425680503624E-001    -2.0261571428111007E+000     2.9005863190467143E-031     0.0000000000000000E+000     0.0000000000000000E+000     1.0996010204149008E-009     2.2770594615762974E+006    -9.8999999999999986E+001    -9.8999999999999986E+001     0.0000000000000000E+000    -9.8999999999999986E+001     1.6358660210090575E-005     1.2519043259174445E-001    -2.7480956740815149E-001     1.2519043259174445E-001     0.0000000000000000E+000    -1.2192401851525105E-018     9.5726075215340519E-005     9.5726075215331479E-005    -1.2301029995663979E+001     7.4000000000000021E-001     2.5540830215261667E-005     2.3997445916978469E-001     3.4416106108120397E-003     1.0081585468366043E-003     9.3604466091399743E-003     2.0994599496976488E-003     4.0903242835137500E-003     2.9005863190467143E-031     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000    -2.7480956740815149E-001     4.5374434008239870E+000 
                          3     1.6284709968693749E+000    -4.2056134515027157E+000     4.9773925218097084E+000    -1.3538708229887080E+000     5.7493983736075880E-012    -1.1240377598213405E+001    -4.0282924306530457E-010     5.1051726763441430E+000                           0     5.0399631543867319E+004    -7.9927032052136623E-015    -4.1223647170877080E+012    -1.3073595798039740E-019     0.0000000000000000E+000     5.9836325086409481E-001    -1.2057991946977685E+001     1.0000000000000000E+000     9.9999999999862499E-001     4.4272003589759287E-002     4.2508031806798321E+001     6.6667112722520805E-001    -1.7608835327146119E-001     9.4927604549823067E+004     9.9999999999991318E-001     4.9773925218096711E+000     3.9999999999989594E-001     2.6660143017171124E-119     1.2480945158483945E+000     8.7000425680503624E-001    -2.0261561891368007E+000     2.9005972333626326E-031     0.0000000000000000E+000     0.0000000000000000E+000     1.0997328908366156E-009     2.2770606644799341E+006    -9.8999999999999986E+001    -9.8999999999999986E+001     0.0000000000000000E+000    -9.8999999999999986E+001     1.6358668851887092E-005     1.2519101109673583E-001    -2.7480898890316008E-001     1.2519101109673583E-001     0.0000000000000000E+000    -1.2192386864599157E-018     9.5726075215322426E-005     9.5726075215313400E-005    -1.1861697301833718E+001     7.4000000000000021E-001     2.5540830215261667E-005     2.3997445916978469E-001     3.4416106108120397E-003     1.0081585468366043E-003     9.3604466091399743E-003     2.0994599496976488E-003     4.0903242835137500E-003     2.9005972333626326E-031     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000    -2.7480898890316008E-001     4.5374445547585349E+000 
                          4     1.6284713595386195E+000    -4.2056109128557679E+000     4.9773954231259010E+000    -1.3538708236709196E+000     5.7493983736075783E-012    -1.1240377598213405E+001    -4.0282924964519350E-010     5.1051706958153540E+000                           0     5.0399652587653167E+004    -7.9927012120559802E-015    -4.1223647216570586E+012    -1.3073596032122983E-019     0.0000000000000000E+000     5.9836325086409492E-001    -1.1726998727936261E+001     4.6666666666666673E-001     9.9999999999775002E-001     4.4272003520214605E-002     4.2508067304284154E+001     6.6667396577097293E-001    -1.7608650414062657E-001     9.4928238718405977E+004     9.9999999999991318E-001     4.9773954231258637E+000     3.9999999999989588E-001     2.6659987177076801E-119     1.2480945158483945E+000     8.7000425680503601E-001    -2.0261542817882021E+000     2.9006143844037392E-031     0.0000000000000000E+000     0.0000000000000000E+000     1.1002813805898455E-009     2.2770618673859434E+006    -9.8999999999999986E+001    -9.8999999999999986E+001     0.0000000000000000E+000    -9.8999999999999986E+001     1.6358682461246601E-005     1.2519158960212015E-001    -2.7480841039777582E-001     1.2519158960212015E-001     0.0000000000000000E+000    -1.2192363310586266E-018     9.5726075215304347E-005     9.5726075215284980E-005    -1.1647817481888637E+001     7.4000000000000010E-001     2.5540830215261677E-005     2.3997445916978480E-001     3.4416106108120402E-003     1.0081585468366045E-003     9.3604466091399760E-003     2.0994599496976492E-003     4.0903242835137500E-003     2.9006143844037392E-031     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000    -2.7480841039777582E-001     4.5374463680669930E+000 
                          5     1.6284718540874250E+000    -4.2056074510954948E+000     4.9773993794349796E+000    -1.3538708251327922E+000     5.7493983736075557E-012    -1.1240377598213406E+001    -4.0282926374248542E-010     5.1051679951248294E+000                           0     5.0399681283729340E+004    -7.9926969409542405E-015    -4.1223647329360283E+012    -1.3073596533649491E-019     0.0000000000000000E+000     5.9836325086409492E-001    -1.1726998727936261E+001     1.0000000000000000E+000     9.9999999999587508E-001     4.4272003371191228E-002     4.2508115709978348E+001     6.6668004839578443E-001    -1.7608254172649940E-001     9.4929103493757648E+004     9.9999999999991329E-001     4.9773993794349423E+000     3.9999999999989599E-001     2.6659774671229546E-119     1.2480945158483945E+000     8.7000425680503601E-001    -2.0261523744396071E+000     2.9006377721418584E-031     0.0000000000000000E+000     0.0000000000000000E+000     1.1005559780807969E-009     2.2770644450451764E+006    -9.8999999999999986E+001    -9.8999999999999986E+001     0.0000000000000000E+000    -9.8999999999999986E+001     1.6358700979431864E-005     1.2519280962063267E-001    -2.7480719037926327E-001     1.2519280962063267E-001     0.0000000000000000E+000    -1.2192331193641901E-018     9.5726075215265614E-005     9.5726075215246234E-005    -1.1384576047114056E+001     7.4000000000000010E-001     2.5540830215261677E-005     2.3997445916978480E-001     3.4416106108120410E-003     1.0081585468366045E-003     9.3604466091399760E-003     2.0994599496976501E-003     4.0903242835137518E-003     2.9006377721418584E-031     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000    -2.7480719037926327E-001     4.5374488407296552E+000 
                          6     1.6284724310605985E+000    -4.2056034124202304E+000     4.9774039950834172E+000    -1.3538708265946586E+000     5.7493983736075339E-012    -1.1240377598213408E+001    -4.0282927783935522E-010     5.1051648443633102E+000                           0     5.0399714762480420E+004    -7.9926926698508063E-015    -4.1223647437810562E+012    -1.3073597035162115E-019     0.0000000000000000E+000     5.9836325086409492E-001    -1.1602059991327961E+001     7.4999999999999989E-001     9.9999999999400013E-001     4.4272003222168482E-002     4.2508172183315530E+001     6.6668613104735086E-001    -1.7607857933109536E-001     9.4930112398348661E+004     9.9999999999991329E-001     4.9774039950833808E+000     3.9999999999989594E-001     2.6659526752647841E-119     1.2480945158483945E+000     8.7000425680503601E-001    -2.0261504670910169E+000     2.9006650577716230E-031     0.0000000000000000E+000     0.0000000000000000E+000     1.1004899827184148E-009     2.2770670227048816E+006    -9.8999999999999986E+001    -9.8999999999999986E+001     0.0000000000000000E+000    -9.8999999999999986E+001     1.6358722602345857E-005     1.2519389039804915E-001    -2.7480610960184682E-001     1.2519389039804915E-001     0.0000000000000000E+000    -1.2192293727398720E-018     9.5726075215226867E-005     9.5726075215201036E-005    -1.1221848749616356E+001     7.4000000000000021E-001     2.5540830215261663E-005     2.3997445916978458E-001     3.4416106108120419E-003     1.0081585468366080E-003     9.3604466091399864E-003     2.0994599496976566E-003     4.0903242835137656E-003     2.9006650577716230E-031     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000    -2.7480610960184682E-001     4.5374517254585722E+000 
                          7     1.6284730904584803E+000    -4.2055987968512980E+000     4.9774092700502326E+000    -1.3538708285437913E+000     5.7493983736075056E-012    -1.1240377598213410E+001    -4.0282929663505882E-010     5.1051612385877796E+000                           0     5.0399753023935722E+004    -7.9926869750497431E-015    -4.1223647588193823E+012    -1.3073597703840952E-019     0.0000000000000000E+000     5.9836325086409492E-001    -1.1602059991327961E+001     1.0000000000000000E+000     9.9999999999150013E-001     4.4272003023473804E-002     4.2508236724361169E+001     6.6669424128512189E-001    -1.7607329617021492E-001     9.4931265432187618E+004     9.9999999999991329E-001     4.9774092700501953E+000     3.9999999999989599E-001     2.6659243116697833E-119     1.2480945158483945E+000     8.7000425680503601E-001    -2.0261476060681209E+000     2.9006962412595811E-031     0.0000000000000000E+000     0.0000000000000000E+000     1.1005276284929223E-009     2.2770704595878888E+006    -9.8999999999999986E+001    -9.8999999999999986E+001     0.0000000000000000E+000    -9.8999999999999986E+001     1.6358747293307359E-005     1.2519537725342758E-001    -2.7480462274646844E-001     1.2519537725342758E-001     0.0000000000000000E+000    -1.2192250905812666E-018     9.5726075215175191E-005     9.5726075215149374E-005    -1.1070581074285707E+001     7.4000000000000021E-001     2.5540830215261663E-005     2.3997445916978458E-001     3.4416106108120419E-003     1.0081585468366080E-003     9.3604466091399864E-003     2.0994599496976566E-003     4.0903242835137656E-003     2.9006962412595811E-031     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000    -2.7480462274646844E-001     4.5374550222317414E+000 
                          8     1.6284742444039528E+000    -4.2055907197588418E+000     4.9774185010881604E+000    -1.3538708304929068E+000     5.7493983736074774E-012    -1.1240377598213414E+001    -4.0282931543019114E-010     5.1051549422843783E+000                           0     5.0399819981504625E+004    -7.9926812802220952E-015    -4.1223647712542441E+012    -1.3073598372500747E-019     0.0000000000000000E+000     5.9836325086409492E-001    -1.1204119982655923E+001     4.0000000000000019E-001     9.9999999998900013E-001     4.4272002824780846E-002     4.2508349671346515E+001     6.6670235157639401E-001    -1.7606801303875200E-001     9.4933283241442594E+004     9.9999999999991329E-001     4.9774185010881231E+000     3.9999999999989594E-001     2.6658747614493240E-119     1.2480945158483945E+000     8.7000425680503601E-001    -2.0261428376966331E+000     2.9007508121398284E-031     0.0000000000000000E+000     0.0000000000000000E+000     1.1005507607908686E-009     2.2770738964872514E+006    -9.8999999999999986E+001    -9.8999999999999986E+001     0.0000000000000000E+000    -9.8999999999999986E+001     1.6358790612671764E-005     1.2519694265772555E-001    -2.7480305734217036E-001     1.2519694265772555E-001     0.0000000000000000E+000    -1.2192175965302394E-018     9.5726075215123543E-005     9.5726075215058965E-005    -1.0958607314841775E+001     7.4000000000000021E-001     2.5540830215261670E-005     2.3997445916978463E-001     3.4416106108120402E-003     1.0081585468366041E-003     9.3604466091399743E-003     2.0994599496976488E-003     4.0903242835137500E-003     2.9007508121398284E-031     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000    -2.7480305734217036E-001     4.5374607914332525E+000 
                          9     1.6284758928996501E+000    -4.2055791813972530E+000     4.9774316879454457E+000    -1.3538708353655995E+000     5.7493983736074031E-012    -1.1240377598213419E+001    -4.0282936241714995E-010     5.1051459408155395E+000                           0     5.0399915635454512E+004    -7.9926670431487954E-015    -4.1223648088486914E+012    -1.3073600044119050E-019     0.0000000000000000E+000     5.9836325086409492E-001    -1.1204119982655923E+001     1.0000000000000000E+000     9.9999999998275013E-001     4.4272002328058294E-002     4.2508511024915222E+001     6.6672262752751321E-001    -1.7605480534604323E-001     9.4936165826223092E+004     9.9999999999991329E-001     4.9774316879454092E+000     3.9999999999989599E-001     2.6658039352712919E-119     1.2480945158483945E+000     8.7000425680503601E-001    -2.0261371156508594E+000     2.9008287700209537E-031     0.0000000000000000E+000     0.0000000000000000E+000     1.1006085418724491E-009     2.2770824887619610E+006    -9.8999999999999986E+001    -9.8999999999999986E+001     0.0000000000000000E+000    -9.8999999999999986E+001     1.6358852340449791E-005     1.2520064997409519E-001    -2.7479935002580080E-001     1.2520064997409519E-001     0.0000000000000000E+000    -1.2192068906909668E-018     9.5726075214994387E-005     9.5726075214929809E-005    -1.0763210900590707E+001     7.4000000000000021E-001     2.5540830215261673E-005     2.3997445916978463E-001     3.4416106108120402E-003     1.0081585468366041E-003     9.3604466091399743E-003     2.0994599496976488E-003     4.0903242835137500E-003     2.9008287700209537E-031     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000    -2.7479935002580080E-001     4.5374690328034468E+000 
