                           1                            2                            3                            4 
              version_number             initial_don_mass             initial_acc_mass          initial_period_days 
                        6794      4.8144573300680158E-037      5.0271465915946114E-034      0.0000000000000000E+000 

                               1                                2                                3                                4                                5                                6                                7                                8                                9                               10                               11                               12                               13                               14                               15                               16                               17                               18                               19                               20                               21                               22                               23                               24                               25                               26                               27                               28                               29                               30                               31 
                               9          3.0195807023645709E+006                                1          2.9986193502068113E+000          8.7513068890168526E+000          1.8521839298335246E-001          1.6418591679639292E+000          4.1730700240209589E-001          6.8783568032417008E+000         -5.5615795585216321E-001         -7.6130066890537906E-001          9.5769185209712961E-004          1.0000000000000000E+000         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001          1.0000000000000000E+000          1.4757022484943440E+002          1.4132680195044467E-001          9.4600482504130294E+000          4.9233572655648018E+001          3.3622276844162592E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001          3.3622276844162592E+001         -9.8999999999999986E+001         -9.8999999999999986E+001 
                              10          3.0237480578426761E+006                                1          2.9983319422170003E+000          8.7507476903973007E+000          1.8518619010433010E-001          1.6388510928133382E+000          4.1728033695627942E-001          6.8779172840158376E+000         -5.5620676628303956E-001         -7.6172276793412441E-001          9.5769185209712961E-004          1.0000000000000000E+000         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001          1.0000000000000000E+000          1.4757493986069116E+002          1.4133131747830779E-001          9.4582756805843662E+000          4.9233558779741408E+001          3.3619070691140266E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001          3.3619070691140266E+001         -9.8999999999999986E+001         -9.8999999999999986E+001 
                              11          3.0287488844164014E+006                                1          2.9979900933257091E+000          8.7500825449541697E+000          1.8514746549337971E-001          1.6352916043667280E+000          4.1724861942488051E-001          6.8773944926497110E+000         -5.5626584037934057E-001         -7.6222221858663708E-001          9.5769185209712961E-004          1.0000000000000000E+000         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001          1.0000000000000000E+000          1.4758054877540297E+002          1.4133668909022640E-001          9.4556526634264184E+000          4.9233542273724730E+001          3.3615255165505232E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001          3.3615255165505232E+001         -9.8999999999999986E+001         -9.8999999999999986E+001 
                              12          3.0347498763048723E+006                                1          2.9975841588424106E+000          8.7492926734540060E+000          1.8509740188183019E-001          1.6310865780843928E+000          4.1721095431814875E-001          6.8767736690315076E+000         -5.5634577672022933E-001         -7.6281223483772043E-001          9.5769185209712961E-004          1.0000000000000000E+000         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001          1.0000000000000000E+000          1.4758721028753868E+002          1.4134306876612143E-001          9.4525065175975396E+000          4.9233522670920060E+001          3.3610731797796504E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001          3.3610731797796504E+001         -9.8999999999999986E+001         -9.8999999999999986E+001 
                              13          3.0419510665710373E+006                                1          2.9971030552267535E+000          8.7483564909101510E+000          1.8503676755681284E-001          1.6261216658560853E+000          4.1716631235369356E-001          6.8760378477820350E+000         -5.5644364830703341E-001         -7.6350891285733480E-001          9.5769185209712961E-004          1.0000000000000000E+000         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001          1.0000000000000000E+000          1.4759510690639914E+002          1.4135063129366318E-001          9.4495244526238285E+000          4.9233499434717906E+001          3.3605376066115518E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001          3.3605376066115518E+001         -9.8999999999999986E+001         -9.8999999999999986E+001 
                              14          3.0505924948904351E+006                                1          2.9965341654943431E+000          8.7472494201710571E+000          1.8496880971683077E-001          1.6202727897208475E+000          4.1711352156742143E-001          6.8751677117387562E+000         -5.5655043494692180E-001         -7.6432970690236823E-001          9.5769185209712961E-004          1.0000000000000000E+000         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001          1.0000000000000000E+000          1.4760444658831287E+002          1.4135957583093314E-001          9.4460704731742577E+000          4.9233471953834069E+001          3.3599035011690674E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001          3.3599035011690674E+001         -9.8999999999999986E+001         -9.8999999999999986E+001 
                              15          3.0609622088737125E+006                                1          2.9958632702264811E+000          8.7459437545979846E+000          1.8488768667807245E-001          1.6134016930086885E+000          4.1705126076530946E-001          6.8741414840231476E+000         -5.5667874894133040E-001         -7.6529408119420428E-001          9.5769185209712961E-004          1.0000000000000000E+000         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001          1.0000000000000000E+000          1.4761546397291474E+002          1.4137012709039781E-001          9.4420112336563733E+000          4.9233439538748442E+001          3.3591540294502586E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001          3.3591540294502586E+001         -9.8999999999999986E+001         -9.8999999999999986E+001 
                              16          3.0734058656536457E+006                                1          2.9950745440189448E+000          8.7444086472085250E+000          1.8479012388787439E-001          1.6053695911735408E+000          4.1697805900571128E-001          6.8729349195077125E+000         -5.5683489839127642E-001         -7.6642153461733509E-001          9.5769185209712961E-004          1.0000000000000000E+000         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001          1.0000000000000000E+000          1.4762842057491227E+002          1.4138253552256166E-001          9.4366320950308591E+000          4.9233401421239158E+001          3.3582701123798323E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001          3.3582701123798323E+001         -9.8999999999999986E+001         -9.8999999999999986E+001 
                              17          3.0883382537895655E+006                                1          2.9941506018991366E+000          8.7426101960525777E+000          1.8466819702159659E-001          1.5959996048152771E+000          4.1689229967052027E-001          6.8715213719198278E+000         -5.5703620055456959E-001         -7.6773708201836355E-001          9.5769185209712961E-004          1.0000000000000000E+000         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001          1.0000000000000000E+000          1.4764360418969594E+002          1.4139707674672541E-001          9.4308264264286965E+000          4.9233356756255219E+001          3.3572321153935626E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001          3.3572321153935626E+001         -9.8999999999999986E+001         -9.8999999999999986E+001 
                              18          3.1062571195526691E+006                                1          2.9930727627824569E+000          8.7405119509622082E+000          1.8452462480651793E-001          1.5851355474712714E+000          4.1679224462959075E-001          6.8698721921372821E+000         -5.5727433227432621E-001         -7.6926273107591525E-001          9.5769185209712961E-004          1.0000000000000000E+000         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001          1.0000000000000000E+000          1.4766132476941763E+002          1.4141404760153931E-001          9.4231628608365696E+000          4.9233304634199378E+001          3.3560145869462197E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001          3.3560145869462197E+001         -9.8999999999999986E+001         -9.8999999999999986E+001 
                              19          3.1277597584683932E+006                                1          2.9918213052455207E+000          8.7380754043489866E+000          1.8434467592191398E-001          1.5725715099058550E+000          4.1667605764446136E-001          6.8679571139454163E+000         -5.5758274914079553E-001         -7.7102776214010693E-001          9.5769185209712961E-004          1.0000000000000000E+000         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001          1.0000000000000000E+000          1.4768191045945090E+002          1.4143376234915395E-001          9.4154239452903656E+000          4.9233244092764629E+001          3.3545939463516810E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001          3.3545939463516810E+001         -9.8999999999999986E+001         -9.8999999999999986E+001 
                              20          3.1535629251672621E+006                                1          2.9903761537799549E+000          8.7352613193219373E+000          1.8413538460344697E-001          1.5581101378579005E+000          4.1654186769980112E-001          6.8657452979119746E+000         -5.5794267303724654E-001         -7.7306030587360175E-001          9.5769185209712961E-004          1.0000000000000000E+000         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001          1.0000000000000000E+000          1.4770569658172067E+002          1.4145654212464470E-001          9.4066003761051107E+000          4.9233174149534626E+001          3.3529385950648795E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001          3.3529385950648795E+001         -9.8999999999999986E+001         -9.8999999999999986E+001 
                              21          3.1845267252059053E+006                                1          2.9887176272291569E+000          8.7320311788967953E+000          1.8388335633609845E-001          1.5416055298891518E+000          4.1638783810910696E-001          6.8632064704373503E+000         -5.5838442070943695E-001         -7.7538115215832726E-001          9.5769185209712961E-004          1.0000000000000000E+000         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001          1.0000000000000000E+000          1.4773301359519459E+002          1.4148270340587230E-001          9.3949552836398382E+000          4.9233093837592833E+001          3.3510164019310153E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001          3.3510164019310153E+001         -9.8999999999999986E+001         -9.8999999999999986E+001 
                              22          3.2216832852522768E+006                                1          2.9868271517871210E+000          8.7283485668560559E+000          1.8356561275466601E-001          1.5228636146422718E+000          4.1621223236116317E-001          6.8603120090837075E+000         -5.5896151414555462E-001         -7.7801831569382640E-001          9.5769185209712961E-004          1.0000000000000000E+000         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001          1.0000000000000000E+000          1.4776417561844238E+002          1.4151254702163157E-001          9.3823033442584514E+000          4.9233002239464078E+001          3.3488003293548445E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001          3.3488003293548445E+001         -9.8999999999999986E+001         -9.8999999999999986E+001 
                              23          3.2662711573079224E+006                                1          2.9846887222749445E+000          8.7241820081332673E+000          1.8318539733621078E-001          1.5017327743206694E+000          4.1601354956406905E-001          6.8570371750617225E+000         -5.5966482935912421E-001         -7.8099392842986115E-001          9.5769185209712961E-004          1.0000000000000000E+000         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001          1.0000000000000000E+000          1.4779945655498128E+002          1.4154633528708924E-001          9.3677767231290101E+000          4.9232898557451414E+001          3.3462541225169048E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001          3.3462541225169048E+001         -9.8999999999999986E+001         -9.8999999999999986E+001 
                              24          3.3197766037746975E+006                                1          2.9822901183035588E+000          8.7195073360860373E+000          1.8272511535378422E-001          1.4780980668171373E+000          4.1579063732890448E-001          6.8533629738610600E+000         -5.6053576259524462E-001         -7.8432514482967719E-001          9.5769185209712961E-004          1.0000000000000000E+000         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001          1.0000000000000000E+000          1.4783907011247581E+002          1.4158427286833436E-001          9.3511679830297201E+000          4.9232782172420507E+001          3.3433443652999692E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001          3.3433443652999692E+001         -9.8999999999999986E+001         -9.8999999999999986E+001 
                              25          3.3839831395348278E+006                                1          2.9796242203740109E+000          8.7143102604136580E+000          1.8216771080670793E-001          1.4518935632869823E+000          4.1554281422115585E-001          6.8492781735836363E+000         -5.6161506210102208E-001         -7.8802239790951112E-001          9.5769185209712961E-004          1.0000000000000000E+000         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001          1.0000000000000000E+000          1.4788314797353621E+002          1.4162648587672974E-001          9.3323948159188337E+000          4.9232652707870308E+001          3.3400393223020110E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001          3.3400393223020110E+001         -9.8999999999999986E+001         -9.8999999999999986E+001 
                              26          3.4610309824469839E+006                                1          2.9766901946916287E+000          8.7085886870034308E+000          1.8149208444179521E-001          1.4231232046878408E+000          4.1526998038283602E-001          6.8447811282976501E+000         -5.6295399856623818E-001         -7.9208638260113629E-001          9.5769185209712961E-004          1.0000000000000000E+000         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001          1.0000000000000000E+000          1.4793171987115639E+002          1.4167300278732151E-001          9.3112814911675716E+000          4.9232510088214603E+001          3.3363104452096657E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001          3.3363104452096657E+001         -9.8999999999999986E+001         -9.8999999999999986E+001 
                              27          3.5534883939415715E+006                                1          2.9734942661024135E+000          8.7023542435038284E+000          1.8067288224157657E-001          1.3918666864179421E+000          4.1497269027960237E-001          6.8398809771083746E+000         -5.6461500606258719E-001         -7.9650717737980770E-001          9.5769185209712961E-004          1.0000000000000000E+000         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001          1.0000000000000000E+000          1.4798470017980230E+002          1.4172374159723325E-001          9.2876652164325648E+000          4.9232354577709735E+001          3.3321354488974166E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001          3.3321354488974166E+001         -9.8999999999999986E+001         -9.8999999999999986E+001 
                              28          3.6644372877350762E+006                                1          2.9700499987815454E+000          8.6956328530941498E+000          1.7968079427704281E-001          1.3583716518658138E+000          4.1465218006102489E-001          6.8345980951299490E+000         -5.6667104885207897E-001         -8.0125069053676579E-001          9.5769185209712961E-004          1.0000000000000000E+000         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001          1.0000000000000000E+000          1.4804188237841561E+002          1.4177850452293023E-001          9.2603110460506279E+000          4.9232186796063814E+001          3.3274996316394997E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001          3.3274996316394997E+001         -9.8999999999999986E+001         -9.8999999999999986E+001 
                              29          3.7975759602872818E+006                                1          2.9663767580254983E+000          8.6884617638180313E+000          1.7847594405386979E-001          1.3228036398202785E+000          4.1431022590403732E-001          6.8289617585993527E+000         -5.6922148454233790E-001         -8.0629505822689063E-001          9.5769185209712961E-004          1.0000000000000000E+000         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001          1.0000000000000000E+000          1.4810296353523887E+002          1.4183700144913655E-001          9.2313641303762530E+000          4.9232007645826357E+001          3.3224114542435785E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001          3.3224114542435785E+001         -9.8999999999999986E+001         -9.8999999999999986E+001 
                              30          3.9515984988900069E+006                                1          2.9626399440195170E+000          8.6811635256675022E+000          1.7707565951096729E-001          1.2866946330196101E+000          4.1396220863941180E-001          6.8232254855293988E+000         -5.7224196843240882E-001         -8.1142428375723274E-001          9.5769185209712961E-004          1.0000000000000000E+000         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001          1.0000000000000000E+000          1.4816520540035427E+002          1.4189660997621686E-001          9.2006270807426613E+000          4.9231825167235712E+001          3.3168648203442004E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001          3.3168648203442004E+001         -9.8999999999999986E+001         -9.8999999999999986E+001 
                              31          4.0992099584666356E+006                                1          2.9595081588249732E+000          8.6750445839746959E+000          1.7567517861695753E-001          1.2559465351031252E+000          4.1367042625215461E-001          6.8184161165111359E+000         -5.7532574854680574E-001         -8.1580083795974434E-001          9.5769185209712961E-004          1.0000000000000000E+000         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001          1.0000000000000000E+000          1.4821745034447329E+002          1.4194664453351297E-001          9.1736590325176355E+000          4.9231672056446442E+001          3.3110738487602269E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001          3.3110738487602269E+001         -9.8999999999999986E+001         -9.8999999999999986E+001 
                              32          4.2763437099585906E+006                                1          2.9561664223933684E+000          8.6685130547811635E+000          1.7404235536568660E-001          1.2234937153231684E+000          4.1335896958591928E-001          6.8132824617514913E+000         -5.7895589990454821E-001         -8.2042521762577192E-001          9.5769185209712961E-004          1.0000000000000000E+000         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001          1.0000000000000000E+000          1.4827327908399354E+002          1.4200011126246437E-001          9.1437680602624134E+000          4.9231508502504376E+001          3.3060054130455804E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001          3.3060054130455804E+001         -9.8999999999999986E+001         -9.8999999999999986E+001 
                              33          4.4889042117489362E+006                                1          2.9526351399356345E+000          8.6616083768241694E+000          1.7211340595470154E-001          1.1896684565260367E+000          4.1302971928109883E-001          6.8078555193299772E+000         -5.8329050448409747E-001         -8.2525063095887763E-001          9.5769185209712961E-004          1.0000000000000000E+000         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001          1.0000000000000000E+000          1.4833236599082292E+002          1.4205669831170045E-001          9.1113259229699111E+000          4.9231335470612677E+001          3.3005169731418228E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001          3.3005169731418228E+001         -9.8999999999999986E+001         -9.8999999999999986E+001 
                              34          4.7439768138973508E+006                                1          2.9489372272176748E+000          8.6543749373729391E+000          1.6986458562728687E-001          1.1547497012246619E+000          4.1268479194936081E-001          6.8021701767758671E+000         -5.8839145773966295E-001         -8.3023804591551742E-001          9.5769185209712961E-004          1.0000000000000000E+000         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001          1.0000000000000000E+000          1.4839434210650964E+002          1.4211605233271823E-001          9.0778323684951214E+000          4.9231154051921948E+001          3.2946367132944843E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001          3.2946367132944843E+001         -9.8999999999999986E+001         -9.8999999999999986E+001 
                              35          5.0266619229123872E+006                                1          2.9453913249311476E+000          8.6474360033852715E+000          1.6747338595443015E-001          1.1216292071108678E+000          4.1235390814206413E-001          6.7967163097813019E+000         -5.9386007347665970E-001         -8.3497483843827536E-001          9.5769185209712961E-004          1.0000000000000000E+000         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001          1.0000000000000000E+000          1.4845386796261528E+002          1.4217305976009975E-001          9.0438642240733778E+000          4.9230979877038578E+001          3.2883853716819999E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001          3.2883853716819999E+001         -9.8999999999999986E+001         -9.8999999999999986E+001 
