                           1                            2                            3                            4                            5 
              version_number                 initial_mass                    initial_z                    burn_min1                    burn_min2 
                        7503      1.0000000000000000E+000      2.0000000000000000E-002      5.0000000000000000E+001      1.0000000000000000E+003 

                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15                                       16                                       17                                       18                                       19                                       20                                       21                                       22                                       23                                       24                                       25                                       26                                       27                                       28                                       29                                       30                                       31                                       32                                       33                                       34                                       35                                       36                                       37                                       38                                       39                                       40                                       41                                       42                                       43                                       44                                       45                                       46                                       47                                       48                                       49 
                            model_number                                 star_age                                star_mass                                   log_dt                                num_zones                              cz_top_logT                              cz_top_logP                            cz_top_radius                  cz_top_log_radial_depth                        cz_top_luminosity                           cz_top_log_tau                            cz_top_csound                      cz_top_scale_height                              cz_top_grav                                tau10_lgP                                tau10_lgT                              tau10_lgRho                                  tau10_L                               tau100_lgP                               tau100_lgT                             tau100_lgRho                                 tau100_L                                  extra_L                        eps_grav_integral                              effective_T                            photosphere_L                            photosphere_r                               luminosity                                   radius                                radius_cm                                  gravity                         log_surf_opacity                        log_surf_pressure                         log_surf_density                     log_surf_temperature                    surface_optical_depth                             log_center_T                           log_center_Rho                             log_center_P                        center_degeneracy                             center_gamma                                center_mu                          center_eps_grav                           center_entropy                                e_thermal                  max_conv_vel_div_csound                              num_retries                              num_backups                           version_number 
                                     120                  1.2348612928132166E+004                  9.5769185209712961E-004                  3.2516660770490438E+000                                      465                  3.3653238616658792E+000                  5.6100429927929278E+000                  2.9931187600002235E-001                  8.7619496065466063E+000                  7.0991176745341248E-005                  1.3195047196892069E+000                  3.2188897944298486E+005                  2.8505413871298397E+008                  2.9299869009345741E+002                  5.4004541905825239E+000                  3.3330272934090317E+000                 -5.4897998254908424E+000                  7.0991184443227196E-005                  6.0129725857664189E+000                  3.4302653798085903E+000                 -4.9826937417454591E+000                  7.0991140366926577E-005                  0.0000000000000000E+000                  7.0991191555659937E-005                  1.6932276734851871E+003                  6.9881913192006455E-004                  3.0761712861932833E-001                  6.9881913192006455E-004                  3.0761712861932833E-001                  2.1409536917648014E+010                  2.7739211883283753E+002                 -2.3382642269147027E+000                  4.6052671974567261E+000                 -6.1790505284466608E+000                  3.2287153578079364E+000                  6.6666666666666663E-001                  4.7135816295916237E+000                 -2.0813931634221988E-001                  1.2464888776198640E+001                  2.8716355264186850E+000                  4.1059981936865073E+000                  1.0512773194909093E+000                  2.4484463250838168E-001                  1.1022828544296591E+001                  1.5502124937817289E+043                  2.0076888369219080E-002                                        0                                        0                                     7503 
                                     122                  1.7061315201500442E+004                  9.5769185209712961E-004                  3.4100285691442931E+000                                      465                  3.3658721966846614E+000                  5.6207765417263618E+000                  2.9736576639298756E-001                  8.7591584517217154E+000                  6.9113173607071184E-005                  1.3283273982656305E+000                  3.2203437338242010E+005                  2.8171174189732361E+008                  2.9684629793117909E+002                  5.4054392912090403E+000                  3.3328330912340629E+000                 -5.4845996862445778E+000                  6.9113181266099272E-005                  6.0185190971955631E+000                  3.4300774505767886E+000                 -4.9768613530112571E+000                  6.9113138984670087E-005                  0.0000000000000000E+000                  6.9113193719744687E-005                  1.6933913632271399E+003                  6.9003165926734581E-004                  3.0561781337702731E-001                  6.9003165926734581E-004                  3.0561781337702731E-001                  2.1270388575414349E+010                  2.8103332239976362E+002                 -2.3374931812298900E+000                  4.6101598503581727E+000                 -6.1742009475973898E+000                  3.2287573404171162E+000                  6.6666666666666663E-001                  4.7143835628148265E+000                 -2.0423386166670890E-001                  1.2470742365525687E+001                  2.8894128465652464E+000                  4.1107270325545580E+000                  1.0492411255836485E+000                  2.3848781812249581E-001                  1.1014131354177731E+001                  1.5492790725787864E+043                  1.9864036854109139E-002                                        0                                        0                                     7503 
                                     124                  2.3847606475150762E+004                  9.5769185209712961E-004                  3.5683910612395429E+000                                      465                  3.3666132554961741E+000                  5.6355436751874759E+000                  2.9471306570262107E-001                  8.7552668025866396E+000                  6.6565196949356072E-005                  1.3404751742984118E+000                  3.2223890358427976E+005                  2.7717552761550993E+008                  3.0221415127343221E+002                  5.4120288395110450E+000                  3.3325732349312815E+000                 -5.4777235423169301E+000                  6.6565204484016658E-005                  6.0258598610118188E+000                  3.4297592199902978E+000                 -4.9690604522405533E+000                  6.6565164661142113E-005                  0.0000000000000000E+000                  6.6565211751178478E-005                  1.6935599432156923E+003                  6.7804541609634515E-004                  3.0289149762380774E-001                  6.7804541609634515E-004                  3.0289149762380774E-001                  2.1080642451621773E+010                  2.8611523314881919E+002                 -2.3365116119397316E+000                  4.6169614425350529E+000                 -6.1674415248558692E+000                  3.2288005730190781E+000                  6.6666666666666663E-001                  4.7154678693733665E+000                 -1.9886482951793477E-001                  1.2478783337939626E+001                  2.9141184711456294E+000                  4.1174090030429715E+000                  1.0464538332819935E+000                  2.2960972175254932E-001                  1.1002041499730597E+001                  1.5479040710008810E+043                  1.9571467989036747E-002                                        0                                        0                                     7503 
                                     126                  3.3313012417843362E+004                  9.5769185209712961E-004                  3.7010037988586393E+000                                      465                  3.3675624597295140E+000                  5.6549652359903853E+000                  2.9126960717127232E-001                  8.7499394567511644E+000                  6.3505014311492363E-005                  1.3562243109557959E+000                  3.2252087731366639E+005                  2.7132118805855560E+008                  3.0940208539277262E+002                  5.4209515469635061E+000                  3.3321757602192967E+000                 -5.4683645622688424E+000                  6.3505021898559432E-005                  6.0356593163727563E+000                  3.4293376598170733E+000                 -4.9586533456037758E+000                  6.3504984750741976E-005                  0.0000000000000000E+000                  6.3505033316637842E-005                  1.6936076983207383E+003                  6.6234960587776323E-004                  2.9934832979131282E-001                  6.6234960587776323E-004                  2.9934832979131282E-001                  2.0834045056815788E+010                  2.9292839176064945E+002                 -2.3354635238660042E+000                  4.6261338386069841E+000                 -6.1582816196494070E+000                  3.2288128191083190E+000                  6.6666666666666663E-001                  4.7168594530633001E+000                 -1.9181526731419191E-001                  1.2489331493116199E+001                  2.9470375072956077E+000                  4.1265040927140966E+000                  1.0428130003809926E+000                  2.1888826353750526E-001                  1.0985971600325072E+001                  1.5459383525847596E+043                  1.9177954704539812E-002                                        0                                        0                                     7503 
                                     128                  4.4501110863213558E+004                  9.5769185209712961E-004                  3.7599205865206189E+000                                      466                  3.3685885581384154E+000                  5.6765726334764395E+000                  2.8750545886792322E-001                  8.7434791112481314E+000                  6.0597645847204319E-005                  1.3732112860269754E+000                  3.2285898559263599E+005                  2.6496935212090364E+008                  3.1755677782328422E+002                  5.4255433973176483E+000                  3.3309213573713272E+000                 -5.4624418528677001E+000                  6.0597653704268819E-005                  6.0467995157418519E+000                  3.4288740753396652E+000                 -4.9468449575432869E+000                  6.0597618921838736E-005                  0.0000000000000000E+000                  6.0597670505990285E-005                  1.6931210566054556E+003                  6.4453447265872064E-004                  2.9546489590368896E-001                  6.4453447265872064E-004                  2.9546489590368896E-001                  2.0563765825104946E+010                  3.0067918621780717E+002                 -2.3350498676312643E+000                  4.6370620785368279E+000                 -6.1472274351948490E+000                  3.2286880108769194E+000                  6.6666666666666663E-001                  4.7183584044558495E+000                 -1.8400125339427417E-001                  1.2501008472269895E+001                  2.9841858685016618E+000                  4.1370236164401133E+000                  1.0387995213270182E+000                  2.0876550875237196E-001                  1.0967932184219231E+001                  1.5435500129400322E+043                  1.8787123057945689E-002                                        0                                        0                                     7503 
                                     130                  5.6804125067648027E+004                  9.5769185209712961E-004                  3.7977723803397141E+000                                      466                  3.3696054663882440E+000                  5.6988338057053465E+000                  2.8368763510442058E-001                  8.7366077153786925E+000                  5.7832926707730991E-005                  1.3905049022078628E+000                  3.2324036681575904E+005                  2.5857240017717877E+008                  3.2616155042178633E+002                  5.4391066434880040E+000                  3.3305281942811655E+000                 -5.4484428686205790E+000                  5.7832934325221464E-005                  6.0581544753844625E+000                  3.4283365354503625E+000                 -4.9347351172056380E+000                  5.7832902246652246E-005                  0.0000000000000000E+000                  5.7832950154542987E-005                  1.6924423880730640E+003                  6.2644212951177658E-004                  2.9152212916544745E-001                  6.2644212951177658E-004                  2.9152212916544745E-001                  2.0289357145656811E+010                  3.0886741365976633E+002                 -2.3348534107220860E+000                  4.6485343440794908E+000                 -6.1355810315570265E+000                  3.2285138939197728E+000                  6.6666666666666663E-001                  4.7198529458055871E+000                 -1.7595162679824133E-001                  1.2513017278652784E+001                  3.0232236516475677E+000                  4.1483621934065260E+000                  1.0346858936548229E+000                  1.9908873569251914E-001                  1.0948973401781675E+001                  1.5408619514713693E+043                  1.8412743153735242E-002                                        0                                        0                                     7503 
                                     132                  7.0093904506978244E+004                  9.5769185209712961E-004                  3.8304670226085462E+000                                      466                  3.3705875843459028E+000                  5.7213166605319437E+000                  2.7988955135918758E-001                  8.7295753768668884E+000                  5.5132137951533436E-005                  1.4079787572644724E+000                  3.2365827443274495E+005                  2.5225212519316632E+008                  3.3507359462520617E+002                  5.4531107029066286E+000                  3.3301285461858137E+000                 -5.4339965490852684E+000                  5.5132145248756565E-005                  6.0699184566421440E+000                  3.4277968852919813E+000                 -4.9222149379345845E+000                  5.5132115783736961E-005                  0.0000000000000000E+000                  5.5132155612464856E-005                  1.6916735398852477E+003                  6.0858451727656090E-004                  2.8759820649865675E-001                  6.0858451727656090E-004                  2.8759820649865675E-001                  2.0016259975893513E+010                  3.1735313956572327E+002                 -2.3347506523144936E+000                  4.6602022904663167E+000                 -6.1237139883504925E+000                  3.2283165563945562E+000                  6.6666666666666663E-001                  4.7213117008710448E+000                 -1.6781415191370261E-001                  1.2525137457508487E+001                  3.0635148012638087E+000                  4.1603551335678768E+000                  1.0305450361967081E+000                  1.8975768481995572E-001                  1.0929562073877687E+001                  1.5379143642088775E+043                  1.8047186702683727E-002                                        0                                        0                                     7503 
                                     134                  8.4396802659753739E+004                  9.5769185209712961E-004                  3.8622615216952076E+000                                      466                  3.3670030209287494E+000                  5.7197918240262160E+000                  2.7632337481019292E-001                  8.7111024329612228E+000                  5.2551693498597550E-005                  1.3869526140959321E+000                  3.2288365719469829E+005                  2.4368330607899749E+008                  3.4377826683506026E+002                  5.4656665105347209E+000                  3.3295351677125602E+000                 -5.4207986566353634E+000                  5.2551699764601548E-005                  6.0815618378783913E+000                  3.4271765830502363E+000                 -4.9097255410708538E+000                  5.2551672593691956E-005                  0.0000000000000000E+000                  5.2551706646556353E-005                  1.6909074475351624E+003                  5.9117228664730750E-004                  2.8371101394537968E-001                  5.9117228664730750E-004                  2.8371101394537968E-001                  1.9745719148570534E+010                  3.2610897710304852E+002                 -2.3346161842358812E+000                  4.6718877746727410E+000                 -6.1118298044911761E+000                  3.2281198369739741E+000                  6.6666666666666663E-001                  4.7227256606415224E+000                 -1.5962119806006933E-001                  1.2537318508853726E+001                  3.1049595820903768E+000                  4.1729908171020558E+000                  1.0263901871442791E+000                  1.8080555850786309E-001                  1.0909689696545840E+001                  1.5347169738140009E+043                  1.7684058507927557E-002                                        0                                        0                                     7503 
                                     136                  9.9788791767520001E+004                  9.5769185209712961E-004                  3.8941974519835676E+000                                      466                  3.3678741664984480E+000                  5.7424231341838947E+000                  2.7259892856267859E-001                  8.7039668020594636E+000                  4.9995970264459114E-005                  1.4043856474436058E+000                  3.2329614219386230E+005                  2.3761920556159103E+008                  3.5323634102878071E+002                  5.4770652317641986E+000                  3.3288014663666199E+000                 -5.4086148798437605E+000                  4.9995976362785432E-005                  6.0936040248003458E+000                  3.4265614786267675E+000                 -4.8968433074559243E+000                  4.9995951335735427E-005                  0.0000000000000000E+000                  4.9995984106269536E-005                  1.6900810085930036E+003                  5.7413397313437712E-004                  2.7986617758845428E-001                  5.7413397313437712E-004                  2.7986617758845428E-001                  1.9478126227801239E+010                  3.3513077700347725E+002                 -2.3345358371747249E+000                  4.6836589841348060E+000                 -6.0998443940704563E+000                  3.2279075216206294E+000                  6.6666666666666663E-001                  4.7240904271022348E+000                 -1.5138284261042950E-001                  1.2549540976101040E+001                  3.1475755441188800E+000                  4.1862848988405226E+000                  1.0222235327959057E+000                  1.7194141459611426E-001                  1.0889371788647926E+001                  1.5312776008397677E+043                  1.7324548672665335E-002                                        0                                        0                                     7503 
                                     138                  1.1637133365386550E+005                  9.5769185209712961E-004                  3.9267137512826418E+000                                      466                  3.3686892281760068E+000                  5.7651401719150774E+000                  2.6891518247639690E-001                  8.6967464795793283E+000                  4.7524269721602042E-005                  1.4218323040903045E+000                  3.2372571924484894E+005                  2.3165673525773343E+008                  3.6298027199247855E+002                  5.4888660754880689E+000                  3.3280287172433072E+000                 -5.3959895881211937E+000                  4.7524275642222319E-005                  6.1054563953557546E+000                  3.4258489833528394E+000                 -4.8840453620683490E+000                  4.7524252606339018E-005                  0.0000000000000000E+000                  4.7524284353642887E-005                  1.6892469211297355E+003                  5.5753232010779868E-004                  2.7606260933607407E-001                  5.5753232010779868E-004                  2.7606260933607407E-001                  1.9213405484572083E+010                  3.4442920458708761E+002                 -2.3344376087201359E+000                  4.6954464082956306E+000                 -6.0878428680812986E+000                  3.2276931360400578E+000                  6.6666666666666663E-001                  4.7254037042470367E+000                 -1.4309656855883196E-001                  1.2561806998105141E+001                  3.1914339208602902E+000                  4.2002737411266198E+000                  1.0180402746796604E+000                  1.6338184352217686E-001                  1.0868599988577509E+001                  1.5275967134102735E+043                  1.6963518588538059E-002                                        0                                        0                                     7503 
