                           1                            2                            3                            4                            5 
              version_number                 initial_mass                    initial_z                    burn_min1                    burn_min2 
                        6794      8.0000000000000004E-001      2.0000000000000000E-002      5.0000000000000000E+001      1.0000000000000000E+003 

                               1                                2                                3                                4                                5                                6                                7                                8                                9                               10                               11                               12                               13                               14                               15                               16                               17                               18                               19                               20                               21                               22                               23                               24                               25                               26                               27                               28                               29                               30                               31                               32                               33                               34                               35                               36                               37                               38                               39                               40                               41                               42                               43                               44                               45                               46                               47                               48                               49                               50                               51                               52                               53                               54                               55                               56 
                    model_number                         star_age                        star_mass                     log_abs_mdot                           log_dt                        num_zones                   mass_conv_core                          cz_mass                          cz_logT                        cz_logRho                          cz_logP                      cz_top_mass                      cz_top_logT                    cz_top_logRho                      cz_top_logP                    cz_top_radius                     he_core_mass                   he_core_radius                      he_core_lgT                    he_core_lgRho                        he_core_L                     kh_timescale                           log_LH                          log_LHe                          extra_L                eps_grav_integral                    log_abs_Lgrav                         log_Teff                       luminosity                            log_L                            log_R                           radius                        radius_cm                            log_g                          gravity                     log_center_T                   log_center_Rho                     log_center_P                center_degeneracy                     center_gamma                        center_mu                        center_ye                  center_eps_grav                   center_entropy                        center_h1                       center_he4                       center_c12                       center_o16                    total_mass_h1                   total_mass_he4                               pp                              cno                        e_thermal                      num_retries                      num_backups                  runtime_minutes 
                               1          3.0069781945886258E+006          1.0000000000000000E+000         -9.8999999999999986E+001          3.8437430756864965E+000                              708          0.0000000000000000E+000          1.1532049803774136E-001          6.5946805098026555E+000          1.7029769757407273E-001          1.4892843649749116E+001          9.9999999576400056E-001          3.9703212396784635E+000         -5.9874078551734522E+000          5.7974699201835778E+000          1.6499980857987233E+000          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          4.0091076387034059E+006         -4.4784706228497670E+000         -7.9739987615632288E+001          0.0000000000000000E+000          3.5459116834101616E+000          5.4972791460238490E-001          3.7901624746104483E+000          3.5459446869908255E+000          5.4973195678040343E-001          2.1779986562193118E-001          1.6512007059410860E+000          1.1492026673208771E+011          4.0022896221692621E+000          1.0052859715850420E+004          6.6596905300136857E+000          3.0086776602221016E-001          1.5088791917799366E+001         -3.8611537571460324E+000          6.9580951066464267E-002          6.1534276780392239E-001          8.5500478628421761E-001          4.3005447654186604E+000          1.8918827553012441E+001          7.0999999213565645E-001          2.6997126656600778E-001          3.4416106108119265E-003          9.3604466091399725E-003          7.0999999927790891E-001          2.6997126656600751E-001         -4.4784706236037186E+000         -1.3238911198369658E+001          1.7046460954697315E+048                                0                                0          6.7000000000000002E-003 
                               1          3.0020934583765878E+006          1.0000000000000000E+000         -9.8999999999999986E+001          3.3208643304061591E+000                              708          0.0000000000000000E+000          1.1532049803774136E-001          6.5939025165628111E+000          1.6757116322970142E-001          1.4889337666750460E+001          9.9999999576400056E-001          3.9697405394115055E+000         -5.9901981068585481E+000          5.7940460608831597E+000          1.6536923707544111E+000          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          3.9794000206089220E+006         -4.4875533398875227E+000         -7.9828037844414283E+001          0.0000000000000000E+000          3.5644061609858237E+000          5.5198718566354199E-001          3.7902418478687809E+000          3.5644391104479771E+000          5.5199120027433801E-001          2.1877074085223289E-001          1.6548961318857021E+000          1.1517746098698109E+011          4.0003478717086596E+000          1.0008013251001790E+004          6.6585689938561767E+000          2.9870597009372929E-001          1.5085502050184854E+001         -3.8622435738055749E+000          6.9645217353823133E-002          6.1534392664289639E-001          8.5500478630156207E-001          4.2852053813326219E+000          1.8920413727582638E+001          7.0999999218769017E-001          2.6997126656600778E-001          3.4416106108119278E-003          9.3604466091399725E-003          7.0999999928256219E-001          2.6997126656600751E-001         -4.4875533406003862E+000         -1.3272331113506358E+001          1.7011169192055219E+048                                2                                1          3.1666666666666662E-002 
                               2          3.0037682250778582E+006          1.0000000000000000E+000         -9.8999999999999986E+001          3.2239543173981025E+000                              694          0.0000000000000000E+000          1.1532049803774092E-001          6.5941675470244592E+000          1.6851226162647315E-001          1.4890544338649628E+001          9.9999999740462520E-001          3.9207075489148790E+000         -6.1011010359637954E+000          5.6304670109803325E+000          1.6527248317143077E+000          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          3.9895980272766356E+006         -4.4844093694039548E+000         -7.9797708052367128E+001          0.0000000000000000E+000          3.5580502087996235E+000          5.5121207226133151E-001          3.7902165982214000E+000          3.5580865306474920E+000          5.5121650567195291E-001          2.1843389284580228E-001          1.6536130570193288E+000          1.1508816154243124E+011          4.0010215677215202E+000          1.0023550153095730E+004          6.6589556986779375E+000          2.9944849425260117E-001          1.5086634153197620E+001         -3.8618747188160683E+000          6.9622898775390754E-002          6.1534354145603631E-001          8.5500478629574728E-001          4.2422514663480220E+000          1.8919896731203071E+001          7.0999999217024534E-001          2.6997126656600778E-001          3.4416106108119270E-003          9.3604466091399725E-003          7.0999999928100321E-001          2.6997126656600751E-001         -4.4844093701307290E+000         -1.3260794369246662E+001          1.7023350611118739E+048                                2                                1          3.5250000000000004E-002 
                               3          3.0054429917791281E+006          1.0000000000000000E+000         -9.8999999999999986E+001          3.2239543173981025E+000                              692          0.0000000000000000E+000          1.0912110593069402E-001          6.5976100581777919E+000          1.7425967862512248E-001          1.4899756871495779E+001          9.9999999740462520E-001          3.9208853606209351E+000         -6.1001788429077086E+000          5.6315741519040392E+000          1.6514508227691007E+000          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          3.9998407429614854E+006         -4.4812791205084919E+000         -7.9767365173111216E+001          0.0000000000000000E+000          3.5516751938144591E+000          5.5043324202097232E-001          3.7901892924742335E+000          3.5517118565561980E+000          5.5043772507287858E-001          2.1809911404059867E-001          1.6523388495165356E+000          1.1499947924865184E+011          4.0016911253319281E+000          1.0039015512920680E+004          6.6593423758049948E+000          3.0019185790929320E-001          1.5087766295776959E+001         -3.8615021564177368E+000          6.9600636633935606E-002          6.1534300614003090E-001          8.5500478628989052E-001          4.2698218114385256E+000          1.8919344520170227E+001          7.0999999215267517E-001          2.6997126656600778E-001          3.4416106108119265E-003          9.3604466091399725E-003          7.0999999927943125E-001          2.6997126656600751E-001         -4.4812791212494458E+000         -1.3249272280417042E+001          1.7035510261737807E+048                                2                                1          3.6900000000000002E-002 
                               4          3.0071177584803980E+006          1.0000000000000000E+000         -9.8999999999999986E+001          3.2239543173981025E+000                              692          0.0000000000000000E+000          1.0912110593069402E-001          6.5978787362642581E+000          1.7519599585443418E-001          1.4900963052862325E+001          9.9999999740462520E-001          3.9210628285440232E+000         -6.0992616006073996E+000          5.6326769135365877E+000          1.6501848795697256E+000          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          4.0100320848140302E+006         -4.4781589906013339E+000         -7.9736968056770678E+001          0.0000000000000000E+000          3.5453626336445496E+000          5.4966066314000717E-001          3.7901626919618838E+000          3.5454020595459137E+000          5.4966549264772524E-001          2.1776619885272175E-001          1.6510727088314074E+000          1.1491135838924829E+011          4.0023569557076817E+000          1.0054418444132945E+004          6.6597292380083859E+000          3.0093790378577623E-001          1.5088901300833346E+001         -3.8611270599280076E+000          6.9578495199468876E-002          6.1534269531008368E-001          8.5500478628399157E-001          4.3385333123762928E+000          1.8918812171865039E+001          7.0999999213497855E-001          2.6997126656600778E-001          3.4416106108119265E-003          9.3604466091399725E-003          7.0999999927784840E-001          2.6997126656600751E-001         -4.4781589913567572E+000         -1.3237753023878655E+001          1.7047652991682242E+048                                2                                1          3.8550000000000001E-002 
                               5          3.0087925251816683E+006          1.0000000000000000E+000         -9.8999999999999986E+001          3.2239543173981025E+000                              692          0.0000000000000000E+000          1.0297708110991112E-001          6.6013228710585592E+000          1.8093500856620515E-001          1.4910167350130431E+001          9.9999999740462520E-001          3.9212399640881226E+000         -6.0983496160947270E+000          5.6337728108933876E+000          1.6489251118378898E+000          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          4.0202006360611934E+006         -4.4750528028869105E+000         -7.9706665169102067E+001          0.0000000000000000E+000          3.5390981376735251E+000          5.4889260560421360E-001          3.7901363804172465E+000          3.5391352270738121E+000          5.4889715694380703E-001          2.1743465409003604E-001          1.6498127443641111E+000          1.1482366738225340E+011          4.0030200452330531E+000          1.0069781457163012E+004          6.6601152900198386E+000          3.0168226258822683E-001          1.5090034852952940E+001         -3.8607537593263395E+000          6.9556400501621304E-002          6.1534230870778628E-001          8.5500478627805043E-001          4.3299310093349366E+000          1.8918264728464798E+001          7.0999999211715470E-001          2.6997126656600778E-001          3.4416106108119257E-003          9.3604466091399725E-003          7.0999999927625468E-001          2.6997126656600751E-001         -4.4750528036570278E+000         -1.3226280322094413E+001          1.7059770325000008E+048                                2                                1          4.0233333333333336E-002 
                               6          3.0108022452231930E+006          1.0000000000000000E+000         -9.8999999999999986E+001          3.3031355634457276E+000                              692          0.0000000000000000E+000          9.6893723124423223E-002          6.6048236193450993E+000          1.8685891374863525E-001          1.4919616976154913E+001          9.9999999740462520E-001          3.9214521391725099E+000         -6.0972607176498981E+000          5.6350824818177996E+000          1.6474236432599565E+000          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          4.0323365146987536E+006         -4.4713402861333469E+000         -7.9670287245803536E+001          0.0000000000000000E+000          3.5316610473045649E+000          5.4797901530500059E-001          3.7901057348457505E+000          3.5316983498102021E+000          5.4798360243456568E-001          2.1703916797840911E-001          1.6483110420444129E+000          1.1471915190420705E+011          4.0038110174563064E+000          1.0088138068495187E+004          6.6605793119520085E+000          3.0257668061839027E-001          1.5091395449723480E+001         -3.8603068133139251E+000          6.9529837898217983E-002          6.1534180617621304E-001          8.5500478627085941E-001          4.3354186849647789E+000          1.8917649330231967E+001          7.0999999209558162E-001          2.6997126656600784E-001          3.4416106108119257E-003          9.3604466091399743E-003          7.0999999927432544E-001          2.6997126656600751E-001         -4.4713402869214578E+000         -1.3212537320208552E+001          1.7074294310298886E+048                                2                                1          4.1883333333333335E-002 
                               7          3.0132139092730219E+006          1.0000000000000000E+000         -9.8999999999999986E+001          3.3823168094933522E+000                              692          0.0000000000000000E+000          9.6893723124423223E-002          6.6052128470917184E+000          1.8818964463256393E-001          1.4921337003885876E+001          9.9999999740462520E-001          3.9217059336182105E+000         -6.0959623209368203E+000          5.6366438665366934E+000          1.6456343708816368E+000          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          4.0468461146449880E+006         -4.4669104017137649E+000         -7.9626721263674952E+001          0.0000000000000000E+000          3.5228218885164808E+000          5.4689068610208369E-001          3.7900695776587034E+000          3.5228604916587458E+000          5.4689544508234000E-001          2.1656740367638999E-001          1.6465214910805139E+000          1.1459460273622160E+011          4.0047545460603455E+000          1.0110078927502655E+004          6.6611350896875079E+000          3.0364875276263598E-001          1.5093026176494350E+001         -3.8597730915840898E+000          6.9498078380168540E-002          6.1534123711309507E-001          8.5500478626214049E-001          4.3476982765130634E+000          1.8916823057467763E+001          7.0999999206942577E-001          2.6997126656600778E-001          3.4416106108119244E-003          9.3604466091399725E-003          7.0999999927198676E-001          2.6997126656600751E-001         -4.4669104025239461E+000         -1.3196112277528268E+001          1.7091663834053292E+048                                2                                1          4.3499999999999997E-002 
                               8          3.0161079061328173E+006          1.0000000000000000E+000         -9.8999999999999986E+001          3.4614980555409769E+000                              692          0.0000000000000000E+000          9.0876688617434809E-002          6.6088563788565544E+000          1.9458870356750591E-001          1.4931403219293061E+001          9.9999999740462520E-001          3.9220093852381348E+000         -6.0944147492789398E+000          5.6385080520301081E+000          1.6435042068986385E+000          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          4.0641932175226333E+006         -4.4616282562479297E+000         -7.9574612361755840E+001          0.0000000000000000E+000          3.5123306689045664E+000          5.4559539587882422E-001          3.7900268990954289E+000          3.5123687348603978E+000          5.4560010265234316E-001          2.1600508958794115E-001          1.6443909940642798E+000          1.1444632440488574E+011          4.0058791742372426E+000          1.0136293430632104E+004          6.6617994577755777E+000          3.0493298063014523E-001          1.5094978405755963E+001         -3.8591324114086265E+000          6.9460275961353263E-002          6.1534049579518757E-001          8.5500478625154908E-001          4.3798579909923863E+000          1.8915898369311737E+001          7.0999999203765007E-001          2.6997126656600778E-001          3.4416106108119239E-003          9.3604466091399725E-003          7.0999999926914625E-001          2.6997126656600751E-001         -4.4616282570852714E+000         -1.3176509482647022E+001          1.7112436893479046E+048                                2                                1          4.5133333333333338E-002 
