                           1                            2                            3                            4                            5 
              version_number                 initial_mass                    initial_z                    burn_min1                    burn_min2 
                        6794      8.0000000000000004E-001      2.0000000000000000E-002      5.0000000000000000E+001      1.0000000000000000E+003 

                               1                                2                                3                                4                                5                                6                                7                                8                                9                               10                               11                               12                               13                               14                               15                               16                               17                               18                               19                               20                               21                               22                               23                               24                               25                               26                               27                               28                               29                               30                               31                               32                               33                               34                               35                               36                               37                               38                               39                               40                               41                               42                               43                               44                               45                               46                               47                               48                               49                               50                               51                               52                               53                               54                               55                               56 
                    model_number                         star_age                        star_mass                     log_abs_mdot                           log_dt                        num_zones                   mass_conv_core                          cz_mass                          cz_logT                        cz_logRho                          cz_logP                      cz_top_mass                      cz_top_logT                    cz_top_logRho                      cz_top_logP                    cz_top_radius                     he_core_mass                   he_core_radius                      he_core_lgT                    he_core_lgRho                        he_core_L                     kh_timescale                           log_LH                          log_LHe                          extra_L                eps_grav_integral                    log_abs_Lgrav                         log_Teff                       luminosity                            log_L                            log_R                           radius                        radius_cm                            log_g                          gravity                     log_center_T                   log_center_Rho                     log_center_P                center_degeneracy                     center_gamma                        center_mu                        center_ye                  center_eps_grav                   center_entropy                        center_h1                       center_he4                       center_c12                       center_o16                    total_mass_h1                   total_mass_he4                               pp                              cno                        e_thermal                      num_retries                      num_backups                  runtime_minutes 
                               1          3.0417293861521012E+006          1.0000000000000000E+000         -9.8999999999999986E+001          4.6204419961970675E+000                              708          0.0000000000000000E+000          1.1532049803774136E-001          6.6002405513187625E+000          1.8861898188194312E-001          1.4916737602088624E+001          9.9999999576400056E-001          3.9739132546846481E+000         -5.9687552358010727E+000          5.8200357175436634E+000          1.6259006472156519E+000          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          4.2199481115043433E+006         -4.4184567586836927E+000         -7.9144653279904901E+001          0.0000000000000000E+000          3.4186500671184010E+000          5.3385464870613786E-001          3.7893878209264980E+000          3.4186881687051041E+000          5.3385948898411917E-001          2.1141293909168979E-001          1.6270951070824544E+000          1.1324256526272466E+011          4.0150634752297458E+000          1.0352934711317677E+004          6.6672998563636190E+000          3.1584257222031870E-001          1.5111419173984999E+001         -3.8532995561995294E+000          6.9162811055521717E-002          6.1533559697220863E-001          8.5500478613958930E-001          4.5486180032527663E+000          1.8907579921974303E+001          7.0999999170177119E-001          2.6997126656600778E-001          3.4416106108119131E-003          9.3604466091399725E-003          7.0999999923925339E-001          2.6997126656600751E-001         -4.4184567597775963E+000         -1.3017261719723182E+001          1.7285258127888109E+048                                0                                0          2.2016666666666667E-002 
                               2          3.0918046495346227E+006          1.0000000000000000E+000         -9.8999999999999986E+001          4.6996232422446926E+000                              697          0.0000000000000000E+000          7.0430823303374135E-002          6.6318108770588218E+000          2.4935658704372887E-001          1.5009230313144281E+001          9.9999999748275015E-001          3.9244364792382838E+000         -6.0679742099273044E+000          5.6674359407821218E+000          1.5944916195920937E+000          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          4.5094063042579964E+006         -4.3382962058018357E+000         -7.8336081696717613E+001          0.0000000000000000E+000          3.2628473817361545E+000          5.1359676032788704E-001          3.7886019100987491E+000          3.2628975417290156E+000          5.1360343671759201E-001          2.0285673461392498E-001          1.5953527842622695E+000          1.1103336307908543E+011          4.0321758841852748E+000          1.0769012577404807E+004          6.6777809191105408E+000          3.3691448935362062E-001          1.5143029216779137E+001         -3.8416320338350514E+000          6.8614443649978485E-002          6.1533202789544483E-001          8.5500478589291251E-001          4.9076519522306299E+000          1.8890835095071662E+001          7.0999999096174116E-001          2.6997126656600784E-001          3.4416106108118780E-003          9.3604466091399725E-003          7.0999999917395462E-001          2.6997126656600751E-001         -4.3382962075821290E+000         -1.2725588895138848E+001          1.7616045289466548E+048                                0                                0          3.0783333333333333E-002 
                               3          3.1318648602406401E+006          1.0000000000000000E+000         -9.8999999999999986E+001          4.6027132292366364E+000                              695          0.0000000000000000E+000          4.3402465683390450E-002          6.6536920549531118E+000          2.9210206893300739E-001          1.5073987601849772E+001          9.9999999748275015E-001          3.9277730196812359E+000         -6.0499144644487712E+000          5.6889718897099160E+000          1.5710034833652688E+000          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          4.7475438360168524E+006         -4.2783115843269472E+000         -7.7735352394320657E+001          0.0000000000000000E+000          3.1454938987587751E+000          4.9768884713095463E-001          3.7878466095903578E+000          3.1455502362562324E+000          4.9769662551042410E-001          1.9641393002712360E-001          1.5718602449271413E+000          1.0939832932643918E+011          4.0450614933588778E+000          1.1093318785383030E+004          6.6857581865824516E+000          3.5333549216285975E-001          1.5167470036613171E+001         -3.8314850071367630E+000          6.8220036369462514E-002          6.1533720823510052E-001          8.5500478566403493E-001          5.2147566320989416E+000          1.8875661330833768E+001          7.0999999027510818E-001          2.6997126656600784E-001          3.4416106108118298E-003          9.3604466091399708E-003          7.0999999911397771E-001          2.6997126656600751E-001         -4.2783115868527286E+000         -1.2513700136451895E+001          1.7871621200711766E+048                                0                                0          3.2883333333333334E-002 
                               4          3.1707009429902625E+006          1.0000000000000000E+000         -9.8999999999999986E+001          4.5892354177854191E+000                              695          0.0000000000000000E+000          2.8891394504082957E-002          6.6688661435327026E+000          3.2386778542564193E-001          1.5121005817288401E+001          9.9999999763900016E-001          3.9261738125634968E+000         -6.0440206886609316E+000          5.6931589828493658E+000          1.5497433076192346E+000          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          4.9802674218576699E+006         -4.2234787917854621E+000         -7.7202847763200282E+001          0.0000000000000000E+000          3.0396864955512317E+000          4.8282879404522194E-001          3.7870942832123169E+000          3.0397490894861079E+000          4.8283773704663646E-001          1.9048913855131075E-001          1.5505620076685938E+000          1.0791601460971878E+011          4.0569110763105032E+000          1.1400163403440534E+004          6.6930794791096053E+000          3.6884549308939546E-001          1.5190341718027645E+001         -3.8208699567544202E+000          6.7882941768831792E-002          6.1534371898683482E-001          8.5500478540971458E-001          5.5733518088841407E+000          1.8858922064797710E+001          7.0999998951214782E-001          2.6997126656600795E-001          3.4416106108117561E-003          9.3604466091399725E-003          7.0999999904800937E-001          2.6997126656600751E-001         -4.2234787952093180E+000         -1.2326747619600278E+001          1.8111084106909006E+048                                0                                0          3.5066666666666670E-002 
                               5          3.2173042422898095E+006          1.0000000000000000E+000         -9.8999999999999986E+001          4.6684166638330442E+000                              695          0.0000000000000000E+000          2.0174876574083234E-002          6.6831612638799713E+000          3.5544457200403640E-001          1.5166947862608811E+001          9.9999999771712511E-001          3.9250692669278378E+000         -6.0366640509276372E+000          5.6993296880405033E+000          1.5258973996624414E+000          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          5.2410608796542780E+006         -4.1614732583789813E+000         -7.6630548928521208E+001          0.0000000000000000E+000          2.9335768694594351E+000          4.6739747265961823E-001          3.7866052983935057E+000          2.9336484077114919E+000          4.6740806324261008E-001          1.8375227128692070E-001          1.5266949579110465E+000          1.0625491568069301E+011          4.0703848108392835E+000          1.1759390456604648E+004          6.7012217672244452E+000          3.8699377900899246E-001          1.5216672564857680E+001         -3.8070179722969426E+000          6.7556601745439981E-002          6.1534359931158067E-001          8.5500478505403321E-001          6.2233938904001818E+000          1.8836095932070624E+001          7.0999998844510337E-001          2.6997126656600812E-001          3.4416106108116065E-003          9.3604466091399743E-003          7.0999999895669841E-001          2.6997126656600751E-001         -4.1614732631309872E+000         -1.2122380636024614E+001          1.8388020131514334E+048                                0                                0          3.7350000000000001E-002 
                               6          3.2732282014492652E+006          1.0000000000000000E+000         -9.8999999999999986E+001          4.7475979098806684E+000                              695          0.0000000000000000E+000          1.2433354803892516E-002          6.6968802762078816E+000          3.8742922917572742E-001          1.5212720138678105E+001          9.9999999771712511E-001          3.9289104805530051E+000         -6.0151906030002547E+000          5.7247961061114010E+000          1.4994614593185189E+000          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          5.5766206842193361E+006         -4.0919946441335329E+000         -7.6024959708529181E+001          0.0000000000000000E+000          2.8056323851745604E+000          4.4803076592642332E-001          3.7855579608623087E+000          2.8057158097281856E+000          4.4804367933761752E-001          1.7616475439681728E-001          1.5002538653954793E+000          1.0441466852379457E+011          4.0855598446194907E+000          1.2177547846407384E+004          6.7098727925705530E+000          4.0821086656866573E-001          1.5246582216983253E+001         -3.7883760783736133E+000          6.7311478974382138E-002          6.1533082682116003E-001          8.5500478454994777E-001          7.3782272426877560E+000          1.8804226640928263E+001          7.0999998693284783E-001          2.6997126656600828E-001          3.4416106108112903E-003          9.3604466091399725E-003          7.0999999882811460E-001          2.6997126656600751E-001         -4.0919946509047884E+000         -1.1899109773250917E+001          1.8705426428411196E+048                                0                                0          3.9366666666666668E-002 
                               7          3.3403369524406125E+006          1.0000000000000000E+000         -9.8999999999999986E+001          4.8267791559282935E+000                              697          0.0000000000000000E+000          3.3159427851205958E-003          6.7131176194691813E+000          4.2461057942575836E-001          1.5266220523821476E+001          9.9999999787337535E-001          3.9282716687086165E+000         -6.0032494164151053E+000          5.7360267705338996E+000          1.4704032960032833E+000          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          5.9664856258384464E+006         -4.0144744091811289E+000         -7.5376502688750804E+001          0.0000000000000000E+000          2.6741524695765762E+000          4.2718616538221926E-001          3.7846006358344741E+000          2.6742515139929748E+000          4.2720225034649734E-001          1.6765868995692787E-001          1.4711558733385552E+000          1.0238950647261676E+011          4.1025719734992689E+000          1.2664031249139036E+004          6.7186842282660555E+000          4.3304879025412096E-001          1.5280262860892135E+001         -3.7629796496467485E+000          6.7229054869856517E-002          6.1531829834473550E-001          8.5500478382852463E-001          8.8834422815948884E+000          1.8760917714447185E+001          7.0999998476857884E-001          2.6997126656600873E-001          3.4416106108106121E-003          9.3604466091399725E-003          7.0999999864366126E-001          2.6997126656600751E-001         -4.0144744191574757E+000         -1.1653287169247156E+001          1.9067968623013822E+048                                0                                0          4.1450000000000001E-002 
                               8          3.4208674536302290E+006          1.0000000000000000E+000         -9.8999999999999986E+001          4.9059604019759186E+000                              697          0.0000000000000000E+000          3.8800974695885006E-005          6.7277311227873229E+000          4.6074270801874995E-001          1.5317029233977046E+001          9.9999999787337535E-001          3.9333902261666145E+000         -5.9765298155978721E+000          5.7680798247942811E+000          1.4386912952430289E+000          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          6.4341347513683634E+006         -3.9286174737531967E+000         -7.4663018092011527E+001          0.0000000000000000E+000          2.5344042597394276E+000          4.0387588985722656E-001          3.7835070596421323E+000          2.5345242241635710E+000          4.0389644642558431E-001          1.5819294038115453E-001          1.4394379232874623E+000          1.0018200058496080E+011          4.1215034726508160E+000          1.3228282854005094E+004          6.7280194943685911E+000          4.6119034656826213E-001          1.5317767578550093E+001         -3.7323349248318247E+000          6.7236060512642803E-002          6.1532387546248413E-001          8.5500478278171876E-001          9.2145339853983028E+000          1.8709507389013023E+001          7.0999998162816136E-001          2.6997126656600978E-001          3.4416106108091085E-003          9.3604466091399743E-003          7.0999999837393368E-001          2.6997126656600751E-001         -3.9286174890533250E+000         -1.1381706721787703E+001          1.9479702692213106E+048                                0                                0          4.3383333333333336E-002 
                               9          3.5175040550577692E+006          1.0000000000000000E+000         -9.8999999999999986E+001          4.9851416480235429E+000                              697          0.0000000000000000E+000          8.5333493223094237E-004          6.7357522461003985E+000          4.8906393896643124E-001          1.5353388136129576E+001          9.9999999802962525E-001          3.9312105895909952E+000         -5.9638852298235960E+000          5.7783804622121568E+000          1.4046116432880051E+000          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          7.0137040969729088E+006         -3.8346329250568378E+000         -7.3892130347749301E+001          0.0000000000000000E+000          2.3813916246182316E+000          3.7683082187479872E-001          3.7819567693941671E+000          2.3815399326206337E+000          3.7685786796870624E-001          1.4777423164864534E-001          1.4053167790986605E+000          9.7807237191708572E+010          4.1423408901158343E+000          1.3878447603539897E+004          6.7379060898457830E+000          4.9261472887033003E-001          1.5359106603067117E+001         -3.6947460832477796E+000          6.7327185408274606E-002          6.1534150533689247E-001          8.5500478124144064E-001          9.2275508423964983E+000          1.8647029498942540E+001          7.0999997700732842E-001          2.6997126656601195E-001          3.4416106108056494E-003          9.3604466091399760E-003          7.0999999797328717E-001          2.6997126656600751E-001         -3.8346329494116613E+000         -1.1085832267121297E+001          1.9943150741149779E+048                                0                                0          4.5316666666666665E-002 
